gene,SYMBOL,GENENAME
AT5G51270,PUB53,
AT5G51280,,
AT5G51290,ACD5,
AT5G51300,AtKH27|AtSF1|SF1|SOT4,
AT5G51310,,
AT5G51330,DYAD|SWI1,"Encodes novel protein involved in sister chromatid cohesion and meiotic chromosome organization during both male and female meiosis.  Gene has two alternate transcripts which produce two similar proteins, one 57 aa shorter than the other."
AT5G51340,SCC4,
AT5G51350,MOL1,
AT5G51370,,
AT5G51380,,
AT5G51390,,
AT5G51400,,
AT5G51410,LUC7RL,
AT5G51430,COG7|EYE,"Encodes a protein that is homologous to Cog7, a subunit of the conserved oligomeric Golgi (COG) complex, which is required for the normal morphology and function of the Golgi apparatus. It is likely to be involved in transport or retention of Golgi-localized proteins and in maintenance of Golgi morphology."
AT5G51440,HSP23.5,
AT5G51450,RIN3,Encodes RING-finger type ubiquitin ligases.
AT5G51451,CLEL7|GLV10|RGF5,"Encodes a root meristem growth factor (RGF).  Belongs to a family of functionally redundant homologous peptides that are secreted, tyrosine-sulfated, and expressed mainly in the stem cell area and the innermost layer of central columella cells. RGFs are required for maintenance of the root stem cell niche and transit amplifying cell proliferation.  Members of this family include: At5g60810 (RGF1), At1g13620 (RGF2), At2g04025 (RGF3), At3g30350 (RGF4), At5g51451 (RGF5), At4g16515 (RGF6), At3g02240 (RGF7), At2g03830 (RGF8) and At5g64770 (RGF9)."
AT5G51460,ATTPPA|TPPA,homologous to the C-terminal part of microbial trehalose-6-phosphate phosphatases
AT5G51465,,
AT5G51470,,
AT5G51480,SKS2,
AT5G51490,PMEI-PME59,
AT5G51500,PMEI-PME60,
AT5G51510,,
AT5G51520,,
AT5G51530,,
AT5G51540,AtOCT1,
AT5G51545,LPA2,"Encodes LPA2 (low psii accumulation2), an intrinsic thylakoid membrane protein required for efficient assembly of Photosystem II."
AT5G51550,EXL3,
AT5G51560,,
AT5G51570,HIR3,
AT5G51580,,
AT5G51585,,
AT5G51590,AHL4,
AT5G51600,ATMAP65-3|MAP65-3|PLE,Mutant has defective roots. Essential for giant cell ontogenesis. Role in organizing the mitotic microtubule array during both early and late mitosis in all plant organs.
AT5G51620,,
AT5G51630,,
AT5G51640,TBL17|YLS7,"Encodes leaf-senescence-related protein. A member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication)."
AT5G51660,ATCPSF160|CPSF160,
AT5G51670,,
AT5G51680,,
AT5G51690,ACS12,Encodes an aminotransferase with broad specificity for aspartate and aromatic amino aids such as tyrosine and phenylalanine. It does not act on branched chain amino acids and does not have ACC synthase activity.
AT5G51700,ATRAR1|PBS2|RAR1|RPR2,Encodes a resistance signalling protein with two zinc binding (CHORD) domains that are highly conserved across eukaryotic phyla.  Mutant has reduced RPS5 and RPM1 mediated resistance. Potentially involved in transduction of R gene mediated disease resistance. Required for R protein accumulation.
AT5G51710,ATKEA5|KEA5,member of Putative potassium proton antiporter family
AT5G51720,At-NEET|NEET,
AT5G51730,,
AT5G51740,Oma1,
AT5G51750,ATSBT1.3|SBT1.3,
AT5G51760,AHG1,"Encodes AHG1 (ABA-hypersensitive germination 1), a putative protein phosphatase 2C (PP2C).  Expressed in seeds.  AHG1 functions in seed development and germination."
AT5G51770,,
AT5G51780,bHLH,
AT5G51790,,
AT5G51795,,
AT5G51800,,
AT5G51810,AT2353|ATGA20OX2|GA20OX2,Encodes gibberellin 20-oxidase. Involved in gibberellin biosynthesis. Up-regulated by far red light in elongating petioles. Not regulated by a circadian clock.
AT5G51820,ATPGMP|PGM|PGM1|STF1,Encodes a plastid isoform of the enzyme phosphoglucomutase involved in controlling photosynthetic carbon flow. Effective petiole movement against the direction of the gravity requires functional  PGM activity that is required for full development of amyloplasts.
AT5G51830,FRK1|FRK7,
AT5G51840,,
AT5G51850,TRM24,
AT5G51870,AGL71|FYL1,
AT5G51880,,
AT5G51890,Prx66,encodes peroxidase involved in the lignification of tracheary elements (TE) in roots
AT5G51910,TCP19,
AT5G51920,,
AT5G51930,,
AT5G51940,NRPB6A|NRPD6A|NRPE6A,"One of two highly similar proteins that can serve as a non-catalytic subunit of nuclear DNA-dependent RNA polymerases II, IV and V; homologous to budding yeast RPB6 and the E. coli RNA polymerase omega subunit. Probably redundant with At2g04630."
AT5G51950,,
AT5G51960,,
AT5G51970,ATSDH,Encodes a putative sorbitol dehydrogenase that can be thiolated in vitro.
AT5G51980,AtC3H63,
AT5G51990,CBF4|DREB1D,"encodes a member of the DREB subfamily A-1 of ERF/AP2 transcription factor family (CBF4). The protein contains one AP2 domain. There are six members in this subfamily, including CBF1, CBF2, and CBF3. This gene is involved in response to drought stress and abscisic acid treatment, but not to low temperature."
AT5G52000,IMPA-8,Putative importin alpha isoform. When overexpressed can rescue the impa-4 decreased transformation susceptibility phenotype.
AT5G52010,,
AT5G52020,,encodes a member of the DREB subfamily A-4 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 17 members in this subfamily including TINY.
AT5G52030,,
AT5G52040,At-RS41|ATRSP41|RS41,"encodes an arginine/serine-rich splicing factor. transcript is alternatively spliced and is differentially expressed in different tissues (flowers, roots, stems, and leaves) examined."
AT5G52050,AtDTX50|DTX50,
AT5G52060,ATBAG1|BAG1,"A member of Arabidopsis BAG (Bcl-2-associated athanogene) proteins, plant homologs of mammalian regulators of apoptosis. Plant BAG proteins are multi-functional and remarkably similar to their animal counterparts, as they regulate apoptotic-like processes ranging from pathogen attack, to abiotic stress, to plant development."
AT5G52070,,
AT5G52100,CRR1,"Is essential for chloroplast NAD(P)H dehydrogenase activity, which is involved in electron transfer between PSII and PSI. Likely functions in biogenesis or stabilization of the NAD(P)H dehydrogenase complex."
AT5G52110,CCB2|HCF208,
AT5G52120,AtPP2-A14|PP2-A14,
AT5G52170,HDG7,Encodes a homeobox-leucine zipper family protein belonging to the HD-ZIP IV family.
AT5G52180,,
AT5G52190,,
AT5G52200,AtI-2|I-2,
AT5G52210,ATARLB1|ATGB1|GB1,"A member of ARF-like GTPase family. A thaliana has 21 members, in two subfamilies, ARF and ARF-like (ARL) GTPases."
AT5G52220,,
AT5G52230,MBD13,Protein containing methyl-CpG-binding domain.Has sequence similarity to human MBD proteins.
AT5G52240,AtMAPR5|ATMP1|MAPR5|MSBP1,Encodes a protein with similarity to  progesterone-binding proteins in animals. Has been shown to bind steroids in vitro. Expressed in aerial portions of the plant excluding mature flowers and siliques. Antisense experiments suggest a role in inhibition of hypocotyl cell elongation. Expression is suppressed light grown seedlings transferred to the dark.
AT5G52250,EFO1|RUP1,Encodes a transducin protein whose gene expression is induced by UV-B. This induction is reduced in hy5 mutant and may be a target of HY5 during UV-B response.
AT5G52270,SEC222,
AT5G52280,,
AT5G52290,SHOC1,Encodes a protein with similarity to  XPF endonucleases. Loss of function mutations have defects in meiosis- specifically a reduction in the number of chiasmata. As a result both pollen and embryo sacs are abnormal and plants have severely reduced fertility.
AT5G52300,LTI65|RD29B,"encodes a protein that is induced in expression in response to water deprivation such as cold, high-salt, and dessication. The response appears to be via abscisic acid. The promoter region contains two ABA-responsive elements (ABREs) that are required for the dehydration-responsive expression of rd29B as cis-acting elements. Protein is a member of a gene family with other members found plants, animals and fungi."
AT5G52310,COR78|LTI140|LTI78|RD29A,"cold regulated gene, the 5' region of cor78 has cis-acting regulatory elements that can impart cold-regulated gene expression"
AT5G52320,CYP96A4,member of CYP96A
AT5G52330,,
AT5G52340,ATEXO70A2|EXO70A2,"A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree."
AT5G52360,ADF10,
AT5G52370,mS34,
AT5G52380,,
AT5G52390,,
AT5G52400,CYP715A1,member of CYP715A
AT5G52410,,
AT5G52420,PRCE3,
AT5G52430,,
AT5G52440,HCF106,HCF106; nuclear gene for chloroplast. Thylakoid membrane delta pH translocation pathway component protein; related to Escherichia coli TatA and TatB
AT5G52450,,
AT5G52470,ATFBR1|ATFIB1|FBR1|FIB1|SKIP7,"encodes a fibrillarin, a key nucleolar protein in eukaryotes which associates with box C/D small nucleolar RNAs (snoRNAs) directing 2'-O-ribose methylation of the rRNA. This gene also encodes a novel box C/D snoRNA, U60.1f in its fifth intron that accumulates in seedlings and that their targeted residue on the 25 S rRNA is methylated."
AT5G52510,SCL8,
AT5G52520,AtProRS-Org|OVA6|ProRS-Org|PRORS1,
AT5G52530,,
AT5G52540,,
AT5G52545,,
AT5G52547,,
AT5G52550,,
AT5G52560,ATUSP|USP,"Encodes a protein with UTP:sugar 1-phosphate uridylyltransferase activity, which has been shown to use a wide range of substrates including glucose-1-P, galactose-1-P, xylose-1-P, arabinose-1-P and glucuronate-1-P. The enzyme was shown to require Mg2+ or Mn2+ for activity. Mutations in USP can lead to a complete loss of male fertility."
AT5G52570,B2|BCH2|BETA-OHASE|CHY2,Converts &#946;-carotene to zeaxanthin via cryptoxanthin.
AT5G52580,,
AT5G52600,AtMYB82|MYB82,Member of the R2R3 factor gene family.
AT5G52630,MEF1,Encodes a member of the DYW subfamily of pentatricopeptide repeat (PPR) proteins. Loss of MEF1 function affects RNA editing at specific sites in the mitochondrial genome but do not exhibit obvious phenotypes.
AT5G52640,ATHS83|AtHsp90-1|ATHSP90.1|HSP81-1|HSP81.1|HSP83|HSP90.1,Encodes a cytosolic heat shock protein AtHSP90.1.  AtHSP90.1 interacts with disease resistance signaling components SGT1b and RAR1 and is required for RPS2-mediated resistance.
AT5G52650,eS10x,
AT5G52660,RVE6,
AT5G52710,,
AT5G52720,,
AT5G52730,,
AT5G52740,,
AT5G52750,,
AT5G52760,,
AT5G52770,,
AT5G52780,PAM68L,
AT5G52790,,
AT5G52800,PrimPol,
AT5G52810,SARD4,
AT5G52820,AtNLE|NLE,
AT5G52830,ATWRKY27|WRKY27,Encodes a WRKY transcription factor WRKY27.  Mutation in Arabidopsis WRKY27 results in delayed symptom development in response to the bacterial wilt pathogen Ralstonia solanacearum.
AT5G52840,,
AT5G52850,,
AT5G52860,ABCG8,
AT5G52870,MAKR5,
AT5G52880,,
AT5G52882,,
AT5G52890,,
AT5G52900,MAKR6,
AT5G52910,ATIM,homolog of Drosophila timeless
AT5G52920,PKP-BETA1|PKP1|PKP2,"encodes a dominant chloroplast pyruvate kinase beta subunit. Important for seed oil biosynthesis. Ubiquitously expressed, with significantly increased expression in maturing seeds. The mutant plant has wrinkled seeds, with a 50-70% reduction in seed fatty acid content."
AT5G52930,AtDOB4,
AT5G52940,AtDOB5,
AT5G52950,,
AT5G52960,DUF3143,
AT5G52970,,
AT5G52980,,
AT5G52990,,
AT5G53000,TAP46,PP2A-associated protein with a possible function in the chilling response
AT5G53010,,
AT5G53020,,
AT5G53030,,
AT5G53045,,
AT5G53048,,
AT5G53050,,
AT5G53060,AtKH28|ESR1|HOS5|RCF3|SHI1,
AT5G53070,bL9m,
AT5G53080,WTG1,
AT5G53090,,
AT5G53110,ATL96,
AT5G53120,ATSPDS3|SPDS3|SPMS,"encodes a novel spermine synthase and is a paralog of previously characterized spermidine synthases, SPDS1 and SPDS2. SPDS3 forms heterodimers with SDPS2, which in turn forms heterodimers with SDPS1 in vivo. The gene does not complement speDelta3 deficiency of spermidine synthase in yeast but DOES complement speDelta4 deficiency."
AT5G53130,ATCNGC1|CNGC1,member of Cyclic nucleotide gated channel family
AT5G53140,,
AT5G53150,,
AT5G53160,PYL8|RCAR3,"Encodes RCAR3, a regulatory component of ABA receptor.  Interacts with protein phosphatase 2Cs ABI1 and ABI2.  Stimulates ABA signaling."
AT5G53170,FTSH11,encodes an FtsH protease that is localized to the chloroplast and the mitochondrion
AT5G53180,ATPTB2|PTB2,Encodes one of the two polypyrimidine tract-binding (PTB) protein homologs in the Arabidopsis genome. Double mutants have defects in pollen germination.
AT5G53200,MAU5|TRY,
AT5G53210,SPCH,Encodes a basic helix-loop-helix (bHLH) transcription factor that is necessary and sufficient for the asymmetric divisions that establish the stomatal lineage in Arabidopsis thaliana.  Expression of SPCH in young epidermal cells allows these cells to make asymmetric divisions.  SPCH is a substrate of a kinase MPK3 and MPK6.
AT5G53220,,
AT5G53230,AtDOB6,
AT5G53240,AtDOB7,
AT5G53250,AGP22|ATAGP22,
AT5G53280,PDV1,"An integral outer envelope membrane protein (as its homolog PDV2), component of the plastid division machinery. Similar to ARC5, PDV1 localized to a discontinuous ring at the division site in wild-type plants. PDV1 and PDV2 are required for localization of ARC5 at the chloroplast division site. Topological analysis showed that the large N-terminal region of PDV1 upstream of the transmembrane helix bearing a putative coiled-coil domain is exposed to the cytosol. Mutation of the conserved PDV1 C-terminal Gly residue did not block PDV1 insertion into the outer envelope membrane but did abolish its localization to the division site."
AT5G53290,CRF3,encodes a member of the ERF (ethylene response factor) subfamily B-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 7 members in this subfamily.
AT5G53300,AtUBC10|UBC10,Encodes a ubiquitin conjugating enzyme.
AT5G53310,,
AT5G53320,,
AT5G53330,,
AT5G53340,GALT7|HPGT1,
AT5G53350,CLPX,"CLP protease regulatory subunit CLPX mRNA, nuclear gene"
AT5G53360,SINAT5,
AT5G53370,ATPMEPCRF|PMEI-PME61|PMEPCRF,
AT5G53390,FOP1|WSD11,
AT5G53400,BOB1|EAL,"Encodes BOBBER1 (BOB1), a non-canonical small heat shock protein required for both development and thermotolerance. BOB1 is cytoplasmic at basal temperatures but forms heat shock granules containing canonical small heat shock proteins at high temperatures."
AT5G53420,CCT101,
AT5G53430,ATX5|SDG29|SET29,Homology Subgroup III; Orthology Group 2 - A putative histone methyltransferase (predicted to methylate H3K4) related to the Drosophila trithorax group proteins TRX and TRR and the yeast gene SET1. A plant line expressing an RNAi construct directed against  this gene has reduced agrobacterium-mediated tumor formation.
AT5G53440,HIZ2,
AT5G53450,FBN11|ORG1,
AT5G53460,GLT1,NADH-dependent glutamate synthase
AT5G53470,ACBP|ACBP1|AtACBP1,"Encodes an acyl-CoA binding protein that is localized to vesicles,and plasma membrane especially in epidermal cells of heart, torpedo and cotyledon stage embryos, cell wall of the seed coat. Northern blot analysis showed that the 1.4 kb ACBP1 mRNA was expressed in silique, root, stem, leaf and flower."
AT5G53480,AtKPNB1|IMB1|KPNB1,
AT5G53486,,
AT5G53490,TL17,"thylakoid lumenal 17.4 kDa protein, chloroplast, identical to SP:P81760 Thylakoid lumenal 17.4 kDa protein, chloroplast precursor (P17.4) {Arabidopsis thaliana}. Putative pentapeptide protein."
AT5G53500,,
AT5G53530,VPS26A,Homolog of yeast retromer subunit VPS26.  Part of a retromer-like protein complex involved in endosome to lysosome protein transport.
AT5G53540,APP1,
AT5G53550,ATYSL3|YSL3,
AT5G53560,ATB5-A|ATCB5-E|B5|CB5-E,"Encodes a cytochrome b5 isoform that can be reduced by AtCBR, a cytochrome b5 reductase."
AT5G53570,RabGAP22,
AT5G53580,AtPLR1|PLR1,
AT5G53590,SAUR30,
AT5G53592,,
AT5G53620,,
AT5G53650,,
AT5G53660,AtGRF7|GRF7,"Growth regulating factor encoding transcription activator. One of the nine members of a GRF gene family, containing nuclear targeting domain. Involved in leaf development and expressed in shoot and flower."
AT5G53700,,
AT5G53710,,
AT5G53730,NHL26,
AT5G53750,,
AT5G53760,ATMLO11|MLO11,"A member of a large family of seven-transmembrane domain proteins specific to plants, homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins, with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO11 belongs to the clade I, with AtMLO4 and AtMLO14. The gene is expressed during early seedling growth (in primary root), in root tips and lateral root primordia, and in very young leaves, and in flowers and fruit abscission zone, as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli, suggesting functional redundancy, co-function, or antagonistic function(s)."
AT5G53770,TRL,
AT5G53800,,
AT5G53810,,
AT5G53820,,
AT5G53830,MVQ3,
AT5G53850,DEP1,
AT5G53860,ANU7|EMB2737|EMB64,A locus involved in embryogenesis. Mutations in this locus result in embryo lethality.
AT5G53870,AtENODL1|ENODL1,
AT5G53880,,
AT5G53890,AtPSKR2|PSKR2,"Encodes a leucine-rich repeat receptor kinase (LRR-RK) involved in the perception of phytosulfokine (PSK), which is a 5-aa tyrosine-sulfated peptide that primarily promotes cellular proliferation."
AT5G53895,,
AT5G53900,,
AT5G53902,,
AT5G53920,PRMA,
AT5G53930,,
AT5G53940,,
AT5G53950,ANAC098|ATCUC2|CUC2,"Transcriptional activator of the NAC gene family, with CUC1 redundantly required for embryonic apical meristem formation, cotyledon separation and expression of STM.  Proper timing of CUC2 expression is required to maintain the phyllotactic pattern initiated in the meristem. CUC2 expression in leaf sinus region is required for serration and the extent of serration is modulated by mir164A mediated repression of CUC2."
AT5G53970,AtTAT1|TAT1|TAT7,encodes tyrosine aminotransferase which is strongly induced upon aging and coronatine treatment
AT5G53980,ATHB52|HB52,Encodes a homeodomain leucine zipper class I (HD-Zip I) protein.
AT5G53990,,
AT5G54020,DT,
AT5G54030,DT,
AT5G54040,,
AT5G54050,,
AT5G54060,UF3GT|UGT79B1,
AT5G54075,,
AT5G54080,AtHGO|HGO,"homogentisate 1,2-dioxygenase"
AT5G54090,,
AT5G54095,,
AT5G54100,AtSLP2|SLP2,
AT5G54110,ATMAMI|MAMI,"Encodes a highly polar protein with more than 60% hydrophilic amino acid residues that is associated with the plasma membrane.  It has limited secondary structure similarity to VAP-33 from Aplysia, which may be involved in membrane trafficking."
AT5G54130,,
AT5G54140,ILL3,encodes a protein similar to IAA amino acid conjugate hydrolase
AT5G54145,,
AT5G54148,,
AT5G54160,AtCOMT|ATOMT1|COMT1|OMT1|OMT3,A caffeic acid/5-hydroxyferulic acid O-methyltransferase. Interacts with 14-4-3 proteins in yeast 2 hybrid assay.  AtOMT1 (At5g54160) encodes a flavonol 3-O-methyltransferase that is highly active towards quercetin and myricetin. The substrate specificity identifies the enzyme as flavonol 3-methyltransferase which replaces the former annotation of the gene to encode a caffeic acid/5-hydroxyferulic acid O-methyltransferase
AT5G54165,,
AT5G54170,,
AT5G54180,mTERF8|PTAC15,
AT5G54190,PORA,light-dependent NADPH:protochlorophyllide oxidoreductase A
AT5G54200,WDD1,
AT5G54230,AtMYB49|MYB49,Encodes a putative transcription factor (MYB49).
AT5G54240,,
AT5G54250,ATCNGC4|CNGC4|DND2|HLM1,"member of Cyclic nucleotide gated channel family, downstream component of the signaling pathways leading to HR resistance. mutant plants exhibit gene-for-gene disease resistance against avirulent Pseudomonas syringae despite the near-complete absence of the hypersensitive response (HR). Salicylic acid accumulation in dnd2 mutants is completely PAD4-independent."
AT5G54260,ATMRE11|MRE11,"DNA repair and meiotic recombination protein, component of MRE11 complex with RAD50 and NBS1"
AT5G54270,LHCB3|LHCB3*1,Lhcb3 protein is a component of the main light harvesting chlorophyll a/b-protein complex of Photosystem II (LHC II).
AT5G54280,ATM2|ATM4|ATMYOS1,Type VII myosin gene
AT5G54290,CcdA,"Encodes CcdA, a thylakoid membrane protein required for the transfer of reducing equivalents from stroma to thylakoid lumen."
AT5G54300,,
AT5G54310,AGD5|AtAGD5|NEV,"A member of ARF GAP domain (AGD), A thaliana has 15 members, grouped into four classes.  Regulates membrane trafficking and organ separation."
AT5G54370,,
AT5G54380,THE1,"Encodes THESEUS1 (THE1), a receptor kinase regulated by Brassinosteroids and required for cell elongation during vegetative growth."
AT5G54390,AHL|ATAHL|HL,"Encodes a 3'-phosphoadenosine-5'-phosphate (PAP) phosphatase that is sensitive to physiological concentrations of Na+.  It does not also act as inositol polyphosphate 1-phosphatases, which other members of the HAL2-like family do.  It is proposed that AHL acts in concert with sulphotransferases to prevent both the toxicity of PAP on RNA processing enzymes as well as the product inhibition of PAP on sulphate conjugation."
AT5G54400,,
AT5G54430,ATPHOS32|PHOS32,Contains a universal stress protein domain. Protein is phosphorylated in response to Phytophthora infestans zoospores and xylanase.
AT5G54440,AtTRS130|CLUB|TRAPPC10|TRS130,Encodes a putative TRAPPII tethering factor required for cell plate assembly during cytokinesis.
AT5G54470,BBX29,
AT5G54490,PBP1,"Encodes a PINOID (PID)-binding protein containing putative EF-hand calcium-binding motifs.  The interaction is dependent on the presence of calcium. mRNA expression is up-regulated by auxin. Not a phosphorylation target of PID, likely acts upstream of PID to regulate the activity of this protein in response to changes in calcium levels."
AT5G54500,FQR1,Encodes a flavin mononucleotide-binding flavodoxin-like quinone reductase that is a primary auxin-response gene.
AT5G54510,DFL1|GH3.6,"Encodes an IAA-amido synthase that conjugates Ala, Asp, Phe, and Trp to auxin. Lines overexpressing this gene accumulate IAA-ASP and are hypersensitive to several auxins.  Identified as a dominant mutation that displays shorter hypocotyls in light grown plants when compared to wild type siblings. Protein is similar to auxin inducible gene from pea (GH3)."
AT5G54520,CDC40|PRP17,
AT5G54530,,
AT5G54540,,
AT5G54550,AtDOB12,
AT5G54560,AtDOB13,
AT5G54569,,
AT5G54570,BGLU41,
AT5G54580,ORRM2,
AT5G54585,,
AT5G54590,CRLK1,
AT5G54600,RPL24|SVR8|uL24c,
AT5G54610,ANK|BDA1,Induced in response to Salicylic acid. Belongs to the ankyrin repeat protein family.
AT5G54630,,
AT5G54640,ATHTA1|HTA1|RAT5,"Isolated from T-DNA insertion line, the rat5 mutant is deficient in T-DNA integration. Encodes histone2A protein."
AT5G54650,ATFH5|Fh5,Encodes a protein with similarity to formins that is involved in cytokinesis. Loss of function mutations exhibit delayed cellularization during endosperm development.  FH5 is expressed in the endosperm and the protein localizes to the cell plate.  FH5 was shown to be a maternally expressed imprinted gene.
AT5G54660,,
AT5G54670,ATK3|KATC,"Encodes a truncated KatC polypeptide (KatC(207-754)), which includes the carboxyl-terminal region of KatC. This was expressed in Escherichia coli and was shown to possess microtubule-stimulated ATPase activity."
AT5G54680,bHLH105|ILR3,
AT5G54690,GAUT12|IRX8|LGT6,Encodes a protein with  putative galacturonosyltransferase activity. Mutants defective in this gene displayed a notable reduction in xylose (>50%) in the cell walls from stems and roots and a reduction in cellulose (~25%).
AT5G54700,,
AT5G54710,,
AT5G54720,,
AT5G54730,ATATG18F|ATG18F|G18F,
AT5G54750,TRAPPC3,
AT5G54760,,
AT5G54770,THI1|THI4|TZ,Encodes a thiamine biosynthetic gene that has a dual function in thiamine biosynthesis and mitochondrial DNA damage tolerance. It appears to be involved in producing the thiazole portion of thiamine (vitamin B1). A crystal structure of the protein reveals that it forms a 2-ring homo-octamer.
AT5G54780,,
AT5G54800,ATGPT1|GPT1,Encodes glucose6-Phosphate/phosphate transporter 1.  Essential for pollen maturation and embryo sac development.
AT5G54810,ATTSB1|TRP2|TRPB|TSB1,A.thaliana tryptophan synthase beta subunit (trpB)
AT5G54830,,
AT5G54840,ATSGP1|SGP1,"Monomeric G protein. Expressed in the root quiescent center, flowers, and leaf guard cells and hydathodes."
AT5G54850,,
AT5G54855,,
AT5G54860,,
AT5G54870,,
AT5G54880,DTWD2B,
AT5G54890,mCSF2,
AT5G54900,ATRBP45A|RBP45A,
AT5G54910,,
AT5G54920,,
AT5G54930,MNM1,
AT5G54940,,
AT5G54960,PDC2,pyruvate decarboxylase-2
AT5G54970,,
AT5G54980,CASPL2D1,
AT5G55000,FIP2,FH protein interacting protein FIP2
AT5G55020,ATMYB120|MYB120,"Encodes a putative transcription factor, member of the R2R3 factor gene family (MYB120)."
AT5G55040,BRD13,
AT5G55050,,
AT5G55060,,
AT5G55070,E2-OGDH2,
AT5G55090,MAPKKK15,member of MEKK subfamily
AT5G55100,,
AT5G55110,,
AT5G55120,VTC5,"Encodes a GDP-L-galactose phosphorylase, with similar biochemical properties as VTC2."
AT5G55125,bL31my,
AT5G55130,CNX5|SIR1,putative molybdopterin synthase sulphurylase (cnx5)
AT5G55140,uL30m,
AT5G55150,AtFDR2,
AT5G55160,ATSUMO2|SUM2|SUMO|SUMO2,"Encodes a small ubiquitin-like modifier (SUMO) polypeptide that becomes covalently attached to various intracellular protein targets, much like ubiquitination, leading to post-translational modification of those targets. SUMO2 can form SUMO chains through lysine residue 10 during in vitro assays."
AT5G55170,ATSUMO3|SUM3|SUMO|SUMO3,"Encodes a small ubiquitin-like modifier (SUMO) polypeptide that becomes covalently attached to various intracellular protein targets, much like ubiquitination, leading to post-translational modification of those targets."
AT5G55180,,
AT5G55190,ATRAN3|RAN3,A member of RAN GTPase gene family. Encodes a small soluble GTP-binding protein. Likely to be involved in nuclear translocation of proteins.  May also be involved in cell cycle progression.
AT5G55200,MGE1,
AT5G55210,BCL7B|BDH2|HS1,
AT5G55220,HP65b|TIG1,
AT5G55230,ATMAP65-1|MAP65-1,"Binds and bundles microtubules. Plays a role in stabilizing anti-parallel microtubules  in the central spindle at anaphase to early cytokinesis but is not essential at the midline of the phragmoplast at later stages. The timing with which the MAP65-1 was targeted to  the spindle appears to be regulated by a phosphorylation sensitive  switch. Enhances microtubule polymerization, promotes nucleation and stabilizes microtubules against cold treatment and dilution."
AT5G55250,AtIAMT1|IAMT1,Encodes an enzyme which specifically converts IAA to its methyl ester form MelIAA. This gene belongs to the family of carboxyl methyltransferases whose members  catalyze the transfer of the methyl group from S-adenosyl-L-methionine to carboxylic acid-containing substrates to form small molecule methyl esters. Expression of TCP genes is downregulated in mutant iamt1-D.
AT5G55260,PP4-2|PPX-2|PPX2,Encodes a protein with similarity to the catalytic subunit of the mammalian PPX protein phospatase.
AT5G55270,AtDOB14,
AT5G55280,ATFTSZ1-1|CPFTSZ|FtsZ1|FTSZ1-1,"Encodes one of two FtsZ proteins, tubulin-like proteins, in Arabidopsis.  It is involved in chloroplast division."
AT5G55290,VHA-e1,
AT5G55300,FAS5|MGO1|TOP1|TOP1ALPHA,Encodes a type-I DNA topoisomerase I. Disruptions in this gene affect phyllotaxis and plant architecture suggesting that the gene plays a critical role in the maintenance of a regular pattern of organ initiation. Isolated as a protein oxidized during seed germination; proteomics approach revealed differences in de novo synthesis levels of this protein in condition with vs. without salicylic acid in the period from 0 to 40 hrs. following seed imbibition. Functions in stem cell maintenance at all stages of shoot and floral meristems and in the regulation of gene silencing.
AT5G55310,TOP1|TOP1BETA,Encodes one of two Arabidopsis type-I DNA topoisomerase I genes.  Reducing the level of expression of this gene in a top1alpha (At5g55300) mutant background causes seedling lethality.
AT5G55330,,
AT5G55340,,
AT5G55350,,
AT5G55370,AT2,
AT5G55380,,
AT5G55390,EDM2,"Encodes EDM2 (enhanced downy mildew 2).  The predicted protein bears typical features of transcriptional regulators.  EDM2 contains two putative bipartite nuclear localization signals (NLS) two zinc-finger-like motifs, a Proline-rich region and a large aspartic acid-rich region.  Both zinc-finger-like stretches resemble the PHD (plant homeodomain) finger motif.  Mutations in EDM2 comprise RPP7 mediated resistance against Hyaloperonospora parasitica isolate Hiks1 (HpHiks1).  EDM2 may function as a direct or indirect regulator of RPP7 expression."
AT5G55400,AtFIM4,
AT5G55410,,
AT5G55430,,
AT5G55440,AtDOA16,
AT5G55450,AtLTP4.4,
AT5G55460,AtLTP4.5,
AT5G55470,ATNHX3|NHX3,member of Sodium proton exchanger family
AT5G55480,GDPDL4|GPDL1|SVL1,"Glycerophosphoryl diester phosphodiesterase-like protein involved in cell wall cellulose accumulation and pectin linking. Impacts root hair, trichome and epidermal cell development."
AT5G55490,ATGEX1|GEX1,Encodes a transmembrane domain containing protein that is expressed in pollen germ cells.
AT5G55500,ATXYLT|XYLT,"Encodes a beta-1,2-xylosyltransferase that is glycosylated at two positions."
AT5G55507,,
