gene_set,analysis,covariate,direction,go_id,go_name,go_aspect,genes_in_set,genes_in_term,overlap,fold_enrichment,p_value,example_genes,fdr
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0031461,cullin-RING ubiquitin ligase complex,cellular_component,510,86,7,1.6821705426356588,0.1221046406281618,AT1G21410;AT1G27840;AT2G17020;AT2G25740;AT3G07550;AT4G02740;AT4G38480,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006643,obsolete membrane lipid metabolic process,biological_process,510,55,5,1.878787878787879,0.1259367960883209,AT1G01020;AT2G19880;AT3G07140;AT3G21530;AT5G14850,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0000124,SAGA complex,cellular_component,510,13,2,3.1794871794871797,0.1282304926884444,AT4G31720;AT4G33890,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0019932,obsolete second-messenger-mediated signaling,biological_process,510,13,2,3.1794871794871797,0.1282304926884444,AT3G05490;AT4G15800,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0070461,SAGA-type complex,cellular_component,510,13,2,3.1794871794871797,0.1282304926884444,AT4G31720;AT4G33890,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0010556,regulation of macromolecule biosynthetic process,biological_process,510,709,41,1.1951104842501177,0.1318698349126783,AT1G01380;AT1G23380;AT1G26665;AT1G35460;AT1G48000;AT1G54610;AT1G75520;AT1G75540,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0005615,obsolete extracellular space,cellular_component,510,56,5,1.8452380952380951,0.1331424697927688,AT1G09850;AT2G01270;AT2G34080;AT4G16190;AT4G25780,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0004842,ubiquitin-protein transferase activity,molecular_function,510,245,16,1.3496598639455784,0.13717872570355,AT1G02610;AT1G64230;AT1G70660;AT2G33340;AT2G42030;AT3G55530;AT3G60300;AT4G02075,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0090150,establishment of protein localization to membrane,biological_process,510,73,6,1.6986301369863015,0.1410263329392138,AT3G09320;AT3G48570;AT3G51390;AT3G56930;AT4G15080;AT5G17550,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0031323,obsolete regulation of cellular metabolic process,biological_process,510,849,48,1.1684334511189634,0.1426402017660477,AT1G01380;AT1G07350;AT1G23380;AT1G26665;AT1G35460;AT1G48000;AT1G54610;AT1G75520,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0008287,protein serine/threonine phosphatase complex,cellular_component,510,14,2,2.952380952380953,0.1450172300168631,AT1G17720;AT5G28850,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0044273,sulfur compound catabolic process,biological_process,510,14,2,2.952380952380953,0.1450172300168631,AT1G52400;AT3G09260,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0009605,response to external stimulus,biological_process,510,177,12,1.4011299435028248,0.1497636202247453,AT1G14040;AT1G14780;AT1G26730;AT1G55510;AT1G58400;AT1G61440;AT1G61490;AT1G69480,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0009081,branched-chain amino acid metabolic process,biological_process,510,28,3,2.2142857142857144,0.1515769005456115,AT1G55510;AT4G34030;AT5G65940,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0050684,regulation of mRNA processing,biological_process,510,28,3,2.2142857142857144,0.1515769005456115,AT1G07350;AT2G38610;AT3G12640,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0080134,regulation of response to stress,biological_process,510,28,3,2.2142857142857144,0.1515769005456115,AT1G19180;AT1G72450;AT4G14720,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:1901657,obsolete glycosyl compound metabolic process,biological_process,510,28,3,2.2142857142857144,0.1515769005456115,AT1G05620;AT1G52400;AT3G09260,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0031326,obsolete regulation of cellular biosynthetic process,biological_process,510,719,41,1.178488641631896,0.1520710673168153,AT1G01380;AT1G23380;AT1G26665;AT1G35460;AT1G48000;AT1G54610;AT1G75520;AT1G75540,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0008081,phosphoric diester hydrolase activity,molecular_function,510,43,4,1.9224806201550384,0.1529738775744655,AT2G40116;AT3G47220;AT5G08030;AT5G58700,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0035556,intracellular signal transduction,biological_process,510,196,13,1.3707482993197275,0.1548847628663585,AT1G08650;AT1G30270;AT1G49160;AT2G40116;AT3G02860;AT3G05490;AT3G07880;AT3G17510,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0015926,glucosidase activity,molecular_function,510,59,5,1.751412429378531,0.1558193504520103,AT1G02850;AT1G52400;AT1G60260;AT3G09260;AT4G27830,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0009889,regulation of biosynthetic process,biological_process,510,721,41,1.1752196024040684,0.1563224577768701,AT1G01380;AT1G23380;AT1G26665;AT1G35460;AT1G48000;AT1G54610;AT1G75520;AT1G75540,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0009975,cyclase activity,molecular_function,510,15,2,2.7555555555555555,0.1622227831803512,AT1G70080;AT5G05350,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0061631,ubiquitin conjugating enzyme activity,molecular_function,510,44,4,1.878787878787879,0.162280143537545,AT1G64230;AT1G70660;AT5G50430;AT5G62540,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006473,protein acetylation,biological_process,510,29,3,2.1379310344827585,0.1633733091805058,AT3G02980;AT3G49830;AT4G31720,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0098771,inorganic ion homeostasis,biological_process,510,60,5,1.7222222222222223,0.1637117539036505,AT3G47420;AT4G27860;AT4G27870;AT4G33700;AT5G24290,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0140110,transcription regulator activity,molecular_function,510,514,30,1.206225680933852,0.1640222863601839,AT1G20900;AT1G23380;AT1G26665;AT1G35460;AT1G68920;AT1G76500;AT2G02470;AT2G14045,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0019787,ubiquitin-like protein transferase activity,molecular_function,510,253,16,1.3069828722002637,0.1656955029845624,AT1G02610;AT1G64230;AT1G70660;AT2G33340;AT2G42030;AT3G55530;AT3G60300;AT4G02075,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:1901615,obsolete organic hydroxy compound metabolic process,biological_process,510,146,10,1.4155251141552512,0.1696503120781249,AT1G01020;AT2G15490;AT3G02870;AT3G06350;AT3G44970;AT4G19230;AT4G37150;AT5G07370,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006357,regulation of transcription by RNA polymerase II,biological_process,510,347,21,1.2507204610951008,0.171286021773364,AT1G23380;AT1G26665;AT1G35460;AT1G54610;AT2G24260;AT2G28230;AT2G37060;AT2G42280,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0061650,ubiquitin-like protein conjugating enzyme activity,molecular_function,510,45,4,1.837037037037037,0.1717858838584365,AT1G64230;AT1G70660;AT5G50430;AT5G62540,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",molecular_function,510,30,3,2.066666666666667,0.1754323756523888,AT3G45770;AT5G16980;AT5G67220,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",molecular_function,510,30,3,2.066666666666667,0.1754323756523888,AT3G58130;AT4G35220;AT5G60540,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0005802,trans-Golgi network,cellular_component,510,95,7,1.5228070175438595,0.1759968976313149,AT1G14040;AT1G18690;AT1G26730;AT1G55850;AT1G69480;AT2G03260;AT2G32530,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function,510,130,9,1.4307692307692306,0.1780548715556036,AT1G09480;AT2G19900;AT2G21250;AT2G37760;AT3G06350;AT4G20930;AT5G19440;AT5G24760,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0036094,small molecule binding,molecular_function,510,238,15,1.3025210084033614,0.178522839382865,AT1G06400;AT1G14040;AT1G17470;AT1G26730;AT1G49880;AT1G69480;AT1G75840;AT2G03260,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0008143,poly(A) binding,molecular_function,510,16,2,2.5833333333333335,0.179767543211433,AT3G12640;AT5G10350,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0031072,heat shock protein binding,molecular_function,510,16,2,2.5833333333333335,0.179767543211433,AT3G03773;AT5G49060,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006325,chromatin organization,biological_process,510,62,5,1.6666666666666667,0.1799588149090127,AT3G07740;AT3G49830;AT4G16420;AT4G38495;AT5G08565,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016755,aminoacyltransferase activity,molecular_function,510,257,16,1.2866407263294422,0.1810360880348085,AT1G02610;AT1G64230;AT1G70660;AT2G33340;AT2G42030;AT3G55530;AT3G60300;AT4G02075,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0031984,organelle subcompartment,cellular_component,510,258,16,1.2816537467700255,0.1849793585754082,AT1G01020;AT1G14040;AT1G18690;AT1G26670;AT1G26730;AT1G55850;AT1G62430;AT1G69480,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0019207,kinase regulator activity,molecular_function,510,63,5,1.64021164021164,0.1883002302549701,AT2G22490;AT3G50070;AT3G60250;AT4G17640;AT5G48640,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0019887,protein kinase regulator activity,molecular_function,510,63,5,1.64021164021164,0.1883002302549701,AT2G22490;AT3G50070;AT3G60250;AT4G17640;AT5G48640,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0045944,positive regulation of transcription by RNA polymerase II,biological_process,510,63,5,1.64021164021164,0.1883002302549701,AT1G26665;AT1G54610;AT5G12230;AT5G19480;AT5G48640,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",molecular_function,510,132,9,1.4090909090909092,0.1892741048477582,AT1G09480;AT2G19900;AT2G21250;AT2G37760;AT3G06350;AT4G20930;AT5G19440;AT5G24760,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0008234,cysteine-type peptidase activity,molecular_function,510,80,6,1.55,0.1900510207663789,AT1G09850;AT1G50670;AT2G34080;AT3G02070;AT4G16190;AT5G04250,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0019005,SCF ubiquitin ligase complex,cellular_component,510,47,4,1.7588652482269502,0.1913495296849061,AT1G21410;AT2G17020;AT3G07550;AT4G02740,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0045893,positive regulation of DNA-templated transcription,biological_process,510,133,9,1.3984962406015038,0.1949970782724752,AT1G26665;AT1G54610;AT1G75520;AT2G46680;AT4G32910;AT5G04840;AT5G12230;AT5G19480,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:1902680,positive regulation of RNA biosynthetic process,biological_process,510,133,9,1.3984962406015038,0.1949970782724752,AT1G26665;AT1G54610;AT1G75520;AT2G46680;AT4G32910;AT5G04840;AT5G12230;AT5G19480,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0042221,response to chemical,biological_process,510,242,15,1.28099173553719,0.1950671090299993,AT1G50670;AT1G55510;AT2G18030;AT2G33000;AT2G42030;AT3G44300;AT3G44310;AT3G44320,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0004674,protein serine/threonine kinase activity,molecular_function,510,430,25,1.2015503875968994,0.1956791153589414,AT1G06390;AT1G08650;AT1G29230;AT1G30270;AT1G49160;AT1G54610;AT1G61440;AT1G61490,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0010243,obsolete response to organonitrogen compound,biological_process,510,64,5,1.6145833333333333,0.1967778437057133,AT1G50670;AT2G33000;AT2G42030;AT4G28270;AT5G50430,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016788,"hydrolase activity, acting on ester bonds",molecular_function,510,526,30,1.1787072243346008,0.1969440192659484,AT1G47380;AT1G54030;AT1G77420;AT2G17280;AT2G39780;AT2G40116;AT2G46880;AT3G02870,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0004568,chitinase activity,molecular_function,510,17,2,2.4313725490196076,0.1975785977125166,AT3G12500;AT5G24090,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0008134,transcription factor binding,molecular_function,510,17,2,2.4313725490196076,0.1975785977125166,AT5G12230;AT5G19480,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0034708,methyltransferase complex,cellular_component,510,17,2,2.4313725490196076,0.1975785977125166,AT5G14530;AT5G66240,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0070588,calcium ion transmembrane transport,biological_process,510,32,3,1.9375,0.2002405714568964,AT2G40116;AT3G47220;AT5G58700,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0051171,obsolete regulation of nitrogen compound metabolic process,biological_process,510,858,47,1.1320901320901322,0.2021001426326061,AT1G01380;AT1G07350;AT1G23380;AT1G26665;AT1G35460;AT1G48000;AT1G54610;AT1G75520,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0043565,sequence-specific DNA binding,molecular_function,510,490,28,1.180952380952381,0.2039940509015499,AT1G01380;AT1G22190;AT1G23380;AT1G35460;AT1G48000;AT1G78080;AT2G02470;AT2G24260,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:1902554,serine/threonine protein kinase complex,cellular_component,510,82,6,1.5121951219512195,0.2051364541656633,AT1G54610;AT2G22490;AT3G50070;AT3G60250;AT4G17640;AT5G67380,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:1902911,protein kinase complex,cellular_component,510,82,6,1.5121951219512195,0.2051364541656633,AT1G54610;AT2G22490;AT3G50070;AT3G60250;AT4G17640;AT5G67380,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006468,protein phosphorylation,biological_process,510,396,23,1.2003367003367005,0.2090705627405703,AT1G08650;AT1G29230;AT1G30270;AT1G49160;AT1G54610;AT1G61440;AT1G61490;AT1G70530,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006816,calcium ion transport,biological_process,510,33,3,1.878787878787879,0.212941799280938,AT2G40116;AT3G47220;AT5G58700,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0051651,maintenance of location in cell,biological_process,510,33,3,1.878787878787879,0.212941799280938,AT4G27860;AT4G27870;AT5G24290,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0006040,amino sugar metabolic process,biological_process,510,18,2,2.2962962962962963,0.2155892712614213,AT2G13290;AT3G27540,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0010468,regulation of gene expression,biological_process,510,845,46,1.1250493096646943,0.2177583672887791,AT1G01380;AT1G07350;AT1G14170;AT1G23380;AT1G26665;AT1G35460;AT1G48000;AT1G54610,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0004497,monooxygenase activity,molecular_function,510,137,9,1.3576642335766422,0.2186010654933521,AT1G50520;AT2G24180;AT3G14610;AT3G14680;AT3G14690;AT3G28740;AT3G44970;AT4G19230,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0000109,nucleotide-excision repair complex,cellular_component,510,5,1,4.133333333333333,0.2196657786406494,AT1G27840,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0005459,UDP-galactose transmembrane transporter activity,molecular_function,510,5,1,4.133333333333333,0.2196657786406494,AT5G42420,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0005795,Golgi stack,cellular_component,510,5,1,4.133333333333333,0.2196657786406494,AT2G45200,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,biological_process,510,5,1,4.133333333333333,0.2196657786406494,AT2G26300,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0008219,cell death,biological_process,510,5,1,4.133333333333333,0.2196657786406494,AT1G14780,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0008333,endosome to lysosome transport,biological_process,510,5,1,4.133333333333333,0.2196657786406494,AT3G28430,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0009566,fertilization,biological_process,510,5,1,4.133333333333333,0.2196657786406494,AT5G17340,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0012501,programmed cell death,biological_process,510,5,1,4.133333333333333,0.2196657786406494,AT1G14780,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0019897,extrinsic component of plasma membrane,cellular_component,510,5,1,4.133333333333333,0.2196657786406494,AT2G26300,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0031234,extrinsic component of cytoplasmic side of plasma membrane,cellular_component,510,5,1,4.133333333333333,0.2196657786406494,AT2G26300,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0070566,adenylyltransferase activity,molecular_function,510,5,1,4.133333333333333,0.2196657786406494,AT3G27610,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0071824,protein-DNA complex organization,biological_process,510,84,6,1.4761904761904765,0.220635466842425,AT1G03280;AT3G07740;AT3G49830;AT4G16420;AT4G38495;AT5G08565,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0046467,obsolete membrane lipid biosynthetic process,biological_process,510,50,4,1.653333333333333,0.2218995870059658,AT2G19880;AT3G07140;AT3G21530;AT5G14850,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0080090,regulation of primary metabolic process,biological_process,510,867,47,1.1203383314109958,0.2234507630711138,AT1G01380;AT1G07350;AT1G23380;AT1G26665;AT1G35460;AT1G48000;AT1G54610;AT1G75520,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0004197,cysteine-type endopeptidase activity,molecular_function,510,34,3,1.8235294117647056,0.2258100412883667,AT1G09850;AT2G34080;AT4G16190,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0004620,glycerophospholipase activity,molecular_function,510,34,3,1.8235294117647056,0.2258100412883667,AT2G40116;AT3G47220;AT5G58700,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0009250,glucan biosynthetic process,biological_process,510,34,3,1.8235294117647056,0.2258100412883667,AT1G18690;AT1G55850;AT2G32530,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0019888,protein phosphatase regulator activity,molecular_function,510,34,3,1.8235294117647056,0.2258100412883667,AT1G17720;AT5G28850;AT5G64130,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0010498,proteasomal protein catabolic process,biological_process,510,212,13,1.2672955974842766,0.2273112749232109,AT1G21410;AT1G27840;AT1G50670;AT1G61150;AT2G17020;AT2G33000;AT2G42030;AT3G07550,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0043632,modification-dependent macromolecule catabolic process,biological_process,510,306,18,1.2156862745098038,0.2276348352919341,AT1G21410;AT1G27840;AT1G50670;AT1G61150;AT2G17020;AT2G33000;AT2G42030;AT3G07550,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0004672,protein kinase activity,molecular_function,510,498,28,1.1619812583668006,0.2290396363015744,AT1G06390;AT1G08650;AT1G29230;AT1G30270;AT1G49160;AT1G54610;AT1G61440;AT1G61490,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0007275,multicellular organism development,biological_process,510,103,7,1.4045307443365698,0.2309383545113522,AT1G20900;AT1G75540;AT1G76500;AT3G05120;AT3G44970;AT4G38960;AT5G24690,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0033554,cellular response to stress,biological_process,510,364,21,1.1923076923076923,0.2312002535292365,AT1G11100;AT1G14040;AT1G14780;AT1G26730;AT1G27840;AT1G50670;AT1G69480;AT1G70660,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016125,sterol metabolic process,biological_process,510,51,4,1.6209150326797386,0.2323571096210951,AT1G01020;AT3G44970;AT4G19230;AT5G24160,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016740,transferase activity,molecular_function,510,1828,95,1.074033552151714,0.2324776499419217,AT1G02610;AT1G05680;AT1G06390;AT1G08650;AT1G17170;AT1G18335;AT1G18690;AT1G29230,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016073,snRNA metabolic process,biological_process,510,19,2,2.175438596491228,0.2337386944785304,AT3G12990;AT3G53270,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:1901565,obsolete organonitrogen compound catabolic process,biological_process,510,481,27,1.16008316008316,0.2367168198785846,AT1G05620;AT1G09850;AT1G21410;AT1G27840;AT1G50670;AT1G52400;AT1G55510;AT1G61150,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0019208,phosphatase regulator activity,molecular_function,510,35,3,1.7714285714285714,0.2388227386824078,AT1G17720;AT5G28850;AT5G64130,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0009063,amino acid catabolic process,biological_process,510,52,4,1.58974358974359,0.2429322158069575,AT1G55510;AT4G34030;AT4G35220;AT5G65940,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0032501,multicellular organismal process,biological_process,510,105,7,1.3777777777777778,0.2455084777712335,AT1G20900;AT1G75540;AT1G76500;AT3G05120;AT3G44970;AT4G38960;AT5G24690,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,biological_process,510,179,11,1.2700186219739291,0.2494817928826719,AT1G21410;AT1G27840;AT1G50670;AT1G61150;AT2G17020;AT2G33000;AT3G07550;AT4G02740,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0051254,positive regulation of RNA metabolic process,biological_process,510,179,11,1.2700186219739291,0.2494817928826719,AT1G07350;AT1G26665;AT1G54610;AT1G75520;AT2G46680;AT3G12990;AT4G32910;AT5G04840,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0034976,response to endoplasmic reticulum stress,biological_process,510,70,5,1.4761904761904765,0.2501101446708544,AT1G50670;AT2G33000;AT2G42030;AT4G28270;AT5G50430,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0008171,O-methyltransferase activity,molecular_function,510,20,2,2.0666666666666664,0.2519714000662192,AT1G76790;AT5G23330,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0034243,regulation of transcription elongation by RNA polymerase II,biological_process,510,20,2,2.0666666666666664,0.2519714000662192,AT1G54610;AT5G08565,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0016567,protein ubiquitination,biological_process,510,217,13,1.238095238095238,0.2524319161681384,AT1G02610;AT1G27840;AT1G64230;AT1G70660;AT2G25740;AT3G55530;AT3G60300;AT4G02075,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0007005,mitochondrion organization,biological_process,510,106,7,1.3647798742138364,0.2528994734953923,AT1G10865;AT1G54210;AT3G62790;AT5G09570;AT5G51040;AT5G57080;AT5G67490,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0008202,steroid metabolic process,biological_process,510,53,4,1.559748427672956,0.2536133380949341,AT1G01020;AT3G44970;AT4G19230;AT5G24160,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0003904,deoxyribodipyrimidine photo-lyase activity,molecular_function,510,6,1,3.4444444444444446,0.2574418064425735,AT3G15620,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0015175,neutral L-amino acid transmembrane transporter activity,molecular_function,510,6,1,3.4444444444444446,0.2574418064425735,AT1G58360,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0043328,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,biological_process,510,6,1,3.4444444444444446,0.2574418064425735,AT4G27040,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0051445,regulation of meiotic cell cycle,biological_process,510,6,1,3.4444444444444446,0.2574418064425735,AT5G61960,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0070534,protein K63-linked ubiquitination,biological_process,510,6,1,3.4444444444444446,0.2574418064425735,AT1G70660,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0106018,"phosphatidylinositol-3,5-bisphosphate phosphatase activity",molecular_function,510,6,1,3.4444444444444446,0.2574418064425735,AT3G14205,0.9999999997579768
primary|leaf_rate_per_day|down,primary,leaf_rate_per_day,down,GO:0009060,aerobic respiration,biological_process,510,54,4,1.5308641975308643,0.2643890392916226,AT2G42790;AT4G22260;AT5G51040;AT5G58330,0.9999999997579768
