gene_set,analysis,covariate,direction,go_id,go_name,go_aspect,genes_in_set,genes_in_term,overlap,fold_enrichment,p_value,example_genes,fdr
primary|leaf_auc|down,primary,leaf_auc,down,GO:0009605,response to external stimulus,biological_process,470,177,12,1.5203750450775333,0.0975991132001323,AT1G14780;AT1G26730;AT1G55510;AT1G58400;AT1G61490;AT1G67520;AT1G69480;AT2G03260,0.9137231499292978
primary|leaf_auc|down,primary,leaf_auc,down,GO:0006664,glycolipid metabolic process,biological_process,470,25,3,2.6910638297872342,0.0981554126124922,AT3G07140;AT3G21530;AT5G14850,0.9137231499292978
primary|leaf_auc|down,primary,leaf_auc,down,GO:0009247,glycolipid biosynthetic process,biological_process,470,25,3,2.6910638297872342,0.0981554126124922,AT3G07140;AT3G21530;AT5G14850,0.9137231499292978
primary|leaf_auc|down,primary,leaf_auc,down,GO:1901658,glycosyl compound catabolic process,biological_process,470,25,3,2.6910638297872342,0.0981554126124922,AT1G05620;AT1G52400;AT3G09260,0.9137231499292978
primary|leaf_auc|down,primary,leaf_auc,down,GO:1903509,liposaccharide metabolic process,biological_process,470,25,3,2.6910638297872342,0.0981554126124922,AT3G07140;AT3G21530;AT5G14850,0.9137231499292978
primary|leaf_auc|down,primary,leaf_auc,down,GO:0005615,obsolete extracellular space,cellular_component,470,56,5,2.0022796352583585,0.1032753405862364,AT1G09850;AT2G01270;AT2G34080;AT4G16190;AT4G25780,0.9423084736648424
primary|leaf_auc|down,primary,leaf_auc,down,GO:0090150,establishment of protein localization to membrane,biological_process,470,73,6,1.843194403963859,0.1063574306813557,AT1G48635;AT3G09320;AT3G48570;AT3G51390;AT3G56930;AT4G15080,0.9423084736648424
primary|leaf_auc|down,primary,leaf_auc,down,GO:1901617,obsolete organic hydroxy compound biosynthetic process,biological_process,470,73,6,1.843194403963859,0.1063574306813557,AT1G07420;AT2G15490;AT3G44970;AT5G07370;AT5G24160;AT5G60540,0.9423084736648424
primary|leaf_auc|down,primary,leaf_auc,down,GO:1901698,response to nitrogen compound,biological_process,470,73,6,1.843194403963859,0.1063574306813557,AT1G50670;AT3G44300;AT3G44310;AT3G44320;AT4G28270;AT5G50430,0.9423084736648424
primary|leaf_auc|down,primary,leaf_auc,down,GO:0051171,obsolete regulation of nitrogen compound metabolic process,biological_process,470,858,46,1.2023012448544363,0.1076922168173101,AT1G03040;AT1G07350;AT1G18750;AT1G23380;AT1G26665;AT1G27630;AT1G35460;AT1G54610,0.9423084736648424
primary|leaf_auc|down,primary,leaf_auc,down,GO:0016298,lipase activity,molecular_function,470,57,5,1.967151922359089,0.1093070621863451,AT1G54030;AT1G77420;AT3G47220;AT5G16120;AT5G58700,0.9423084736648424
primary|leaf_auc|down,primary,leaf_auc,down,GO:0036094,small molecule binding,molecular_function,470,238,15,1.4133738601823709,0.1117582375175946,AT1G17470;AT1G26730;AT1G54220;AT1G69480;AT1G75840;AT2G03260;AT2G18390;AT3G05120,0.9423084736648424
primary|leaf_auc|down,primary,leaf_auc,down,GO:0000124,SAGA complex,cellular_component,470,13,2,3.4500818330605565,0.1119248492737279,AT4G31720;AT4G33890,0.9423084736648424
primary|leaf_auc|down,primary,leaf_auc,down,GO:0008360,regulation of cell shape,biological_process,470,13,2,3.4500818330605565,0.1119248492737279,AT1G75840;AT5G62880,0.9423084736648424
primary|leaf_auc|down,primary,leaf_auc,down,GO:0042995,cell projection,cellular_component,470,13,2,3.4500818330605565,0.1119248492737279,AT1G75840;AT5G62880,0.9423084736648424
primary|leaf_auc|down,primary,leaf_auc,down,GO:0048015,phosphatidylinositol-mediated signaling,biological_process,470,13,2,3.4500818330605565,0.1119248492737279,AT3G47220;AT5G58700,0.9423084736648424
primary|leaf_auc|down,primary,leaf_auc,down,GO:0048017,obsolete inositol lipid-mediated signaling,biological_process,470,13,2,3.4500818330605565,0.1119248492737279,AT3G47220;AT5G58700,0.9423084736648424
primary|leaf_auc|down,primary,leaf_auc,down,GO:0070461,SAGA-type complex,cellular_component,470,13,2,3.4500818330605565,0.1119248492737279,AT4G31720;AT4G33890,0.9423084736648424
primary|leaf_auc|down,primary,leaf_auc,down,GO:1901615,obsolete organic hydroxy compound metabolic process,biological_process,470,146,10,1.535995336636549,0.1170798865400968,AT1G01020;AT1G07420;AT2G15490;AT3G02870;AT3G06350;AT3G44970;AT4G37150;AT5G07370,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0032784,regulation of DNA-templated transcription elongation,biological_process,470,27,3,2.491725768321513,0.1171029543154383,AT1G27630;AT1G54610;AT5G08565,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0072657,protein localization to membrane,biological_process,470,93,7,1.6879432624113475,0.1208535377243485,AT1G48635;AT3G09320;AT3G48570;AT3G51390;AT3G56930;AT4G15080;AT5G37310,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0080090,regulation of primary metabolic process,biological_process,470,867,46,1.1898206090947017,0.1214661840543387,AT1G03040;AT1G07350;AT1G18750;AT1G23380;AT1G26665;AT1G27630;AT1G35460;AT1G54610,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,biological_process,470,59,5,1.9004688063469168,0.1218692857843026,AT1G21410;AT2G17020;AT3G07550;AT4G02740;AT4G24210,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0005764,lysosome,cellular_component,470,43,4,2.086095992083127,0.1235624770578799,AT1G09850;AT2G34080;AT4G16190;AT4G17483,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0008081,phosphoric diester hydrolase activity,molecular_function,470,43,4,2.086095992083127,0.1235624770578799,AT3G47220;AT5G07400;AT5G08030;AT5G58700,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0016836,hydro-lyase activity,molecular_function,470,43,4,2.086095992083127,0.1235624770578799,AT3G44300;AT3G44310;AT3G44320;AT5G38530,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0016746,acyltransferase activity,molecular_function,470,459,26,1.2702915681639084,0.1240474257660704,AT1G18335;AT1G18660;AT1G54220;AT1G64230;AT1G70660;AT1G80950;AT2G17640;AT2G23010,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0008287,protein serine/threonine phosphatase complex,cellular_component,470,14,2,3.203647416413374,0.1268769718168068,AT1G17720;AT5G28850,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0044273,sulfur compound catabolic process,biological_process,470,14,2,3.203647416413374,0.1268769718168068,AT1G52400;AT3G09260,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0009081,branched-chain amino acid metabolic process,biological_process,470,28,3,2.4027355623100304,0.1270492963087947,AT1G55510;AT4G34030;AT5G65940,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:1901657,obsolete glycosyl compound metabolic process,biological_process,470,28,3,2.4027355623100304,0.1270492963087947,AT1G05620;AT1G52400;AT3G09260,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,molecular_function,470,186,12,1.4468085106382975,0.1273942212246205,AT1G03040;AT1G18750;AT1G23380;AT1G35460;AT2G24260;AT2G37060;AT2G42280;AT3G57390,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",molecular_function,470,186,12,1.4468085106382975,0.1273942212246205,AT1G18335;AT1G54220;AT1G80950;AT2G17640;AT2G23010;AT2G34070;AT3G02980;AT3G09320,0.9660025384251024
primary|leaf_auc|down,primary,leaf_auc,down,GO:0098771,inorganic ion homeostasis,biological_process,470,60,5,1.8687943262411348,0.1283922408202486,AT2G13100;AT4G27860;AT4G27870;AT4G33700;AT5G24290,0.9671652351262152
primary|leaf_auc|down,primary,leaf_auc,down,GO:0061631,ubiquitin conjugating enzyme activity,molecular_function,470,44,4,2.0386847195357833,0.1314279578291561,AT1G64230;AT1G70660;AT5G50430;AT5G62540,0.9835621680678674
primary|leaf_auc|down,primary,leaf_auc,down,GO:0048522,positive regulation of cellular process,biological_process,470,227,14,1.383072452900928,0.1372283116665712,AT1G07350;AT1G26665;AT1G27630;AT1G54610;AT1G75520;AT2G36610;AT2G46680;AT3G05120,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0006473,protein acetylation,biological_process,470,29,3,2.3198826118855465,0.1372848810948686,AT3G02980;AT3G49830;AT4G31720,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0061650,ubiquitin-like protein conjugating enzyme activity,molecular_function,470,45,4,1.9933806146572104,0.1394941990313322,AT1G64230;AT1G70660;AT5G50430;AT5G62540,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0045893,positive regulation of DNA-templated transcription,biological_process,470,133,9,1.5175171972484405,0.1395367735283354,AT1G26665;AT1G27630;AT1G54610;AT1G75520;AT2G36610;AT2G46680;AT5G12230;AT5G19480,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:1902680,positive regulation of RNA biosynthetic process,biological_process,470,133,9,1.5175171972484405,0.1395367735283354,AT1G26665;AT1G27630;AT1G54610;AT1G75520;AT2G36610;AT2G46680;AT5G12230;AT5G19480,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0006325,chromatin organization,biological_process,470,62,5,1.8085106382978724,0.1419013265482122,AT3G07740;AT3G49830;AT4G16420;AT4G38495;AT5G08565,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0000323,lytic vacuole,cellular_component,470,46,4,1.9500462534690104,0.1477528595856733,AT1G09850;AT2G34080;AT4G16190;AT4G17483,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0015698,inorganic anion transport,biological_process,470,30,3,2.2425531914893617,0.1477902077690351,AT1G26730;AT1G69480;AT2G03260,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",molecular_function,470,30,3,2.2425531914893617,0.1477902077690351,AT3G58130;AT4G35220;AT5G60540,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0045944,positive regulation of transcription by RNA polymerase II,biological_process,470,63,5,1.779804120229652,0.148878660715313,AT1G26665;AT1G54610;AT5G12230;AT5G19480;AT5G48640,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0000987,cis-regulatory region sequence-specific DNA binding,molecular_function,470,193,12,1.3943335905633336,0.1537107137560586,AT1G03040;AT1G18750;AT1G23380;AT1G35460;AT2G24260;AT2G37060;AT2G42280;AT3G57390,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0010468,regulation of gene expression,biological_process,470,845,44,1.1677200050358807,0.1558637201367964,AT1G03040;AT1G07350;AT1G18750;AT1G23380;AT1G26665;AT1G27630;AT1G35460;AT1G54610,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0080008,Cul4-RING E3 ubiquitin ligase complex,cellular_component,470,16,2,2.8031914893617023,0.158015678995776,AT2G25740;AT4G38480,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:1902554,serine/threonine protein kinase complex,cellular_component,470,82,6,1.6408925791385571,0.1586113124487538,AT1G27630;AT1G54610;AT2G22490;AT3G50070;AT3G60250;AT4G17640,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:1902911,protein kinase complex,cellular_component,470,82,6,1.6408925791385571,0.1586113124487538,AT1G27630;AT1G54610;AT2G22490;AT3G50070;AT3G60250;AT4G17640,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0031406,carboxylic acid binding,molecular_function,470,32,3,2.1023936170212765,0.1695321965984243,AT1G54220;AT3G05120;AT4G16760,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0043177,organic acid binding,molecular_function,470,32,3,2.1023936170212765,0.1695321965984243,AT1G54220;AT3G05120;AT4G16760,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0051239,regulation of multicellular organismal process,biological_process,470,32,3,2.1023936170212765,0.1695321965984243,AT5G08070;AT5G60970;AT5G65050,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0006470,protein dephosphorylation,biological_process,470,84,6,1.601823708206687,0.1715192063287147,AT1G47380;AT1G78200;AT2G33700;AT3G51370;AT5G28850;AT5G66080,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0005338,nucleotide-sugar transmembrane transporter activity,molecular_function,470,17,2,2.638297872340426,0.1740709823087935,AT4G09810;AT5G42420,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0008134,transcription factor binding,molecular_function,470,17,2,2.638297872340426,0.1740709823087935,AT5G12230;AT5G19480,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,biological_process,470,179,11,1.378105313205753,0.1759691192305065,AT1G21410;AT1G50670;AT1G61150;AT2G17020;AT2G32950;AT3G07550;AT3G11270;AT4G02740,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0051254,positive regulation of RNA metabolic process,biological_process,470,179,11,1.378105313205753,0.1759691192305065,AT1G07350;AT1G26665;AT1G27630;AT1G54610;AT1G75520;AT2G36610;AT2G46680;AT3G12990,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0048518,positive regulation of biological process,biological_process,470,258,15,1.3038099950519544,0.1777851753487156,AT1G07350;AT1G26665;AT1G27630;AT1G54610;AT1G75520;AT2G36610;AT2G46680;AT3G05120,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:1901565,obsolete organonitrogen compound catabolic process,biological_process,470,481,26,1.2121909143185738,0.1782472806488219,AT1G05620;AT1G09850;AT1G21410;AT1G50670;AT1G52400;AT1G55510;AT1G61150;AT2G17020,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0006694,steroid biosynthetic process,biological_process,470,33,3,2.0386847195357833,0.1807302279568169,AT1G07420;AT3G44970;AT5G24160,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0051651,maintenance of location in cell,biological_process,470,33,3,2.0386847195357833,0.1807302279568169,AT4G27860;AT4G27870;AT5G24290,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0016835,carbon-oxygen lyase activity,molecular_function,470,50,4,1.7940425531914894,0.1825380572755129,AT3G44300;AT3G44310;AT3G44320;AT5G38530,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0008194,UDP-glycosyltransferase activity,molecular_function,470,105,7,1.495035460992908,0.1879020862775831,AT1G05680;AT2G15490;AT2G36750;AT2G43820;AT4G02280;AT4G38240;AT5G59590,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0042578,phosphoric ester hydrolase activity,molecular_function,470,241,14,1.3027279950560609,0.1888635813262558,AT1G47380;AT3G02870;AT3G14205;AT3G47220;AT3G50520;AT3G51370;AT4G26720;AT5G07400,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0006040,amino sugar metabolic process,biological_process,470,18,2,2.491725768321513,0.1903710706379928,AT2G13290;AT3G27540,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0016125,sterol metabolic process,biological_process,470,51,4,1.7588652482269502,0.1916273561056864,AT1G01020;AT1G07420;AT3G44970;AT5G24160,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0004197,cysteine-type endopeptidase activity,molecular_function,470,34,3,1.978723404255319,0.1921208884064181,AT1G09850;AT2G34080;AT4G16190,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0019888,protein phosphatase regulator activity,molecular_function,470,34,3,1.978723404255319,0.1921208884064181,AT1G17720;AT5G28850;AT5G64130,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0004722,protein serine/threonine phosphatase activity,molecular_function,470,69,5,1.6250385445575086,0.1935593368756459,AT1G47380;AT3G51370;AT4G26720;AT5G59160;AT5G66080,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0007005,mitochondrion organization,biological_process,470,106,7,1.4809313528703332,0.194079777906057,AT1G10865;AT1G54210;AT3G62790;AT5G09570;AT5G51040;AT5G57080;AT5G67490,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0009891,positive regulation of biosynthetic process,biological_process,470,145,9,1.391929567131328,0.1988963088124687,AT1G26665;AT1G27630;AT1G54610;AT1G75520;AT2G36610;AT2G46680;AT5G12230;AT5G19480,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0010557,positive regulation of macromolecule biosynthetic process,biological_process,470,145,9,1.391929567131328,0.1988963088124687,AT1G26665;AT1G27630;AT1G54610;AT1G75520;AT2G36610;AT2G46680;AT5G12230;AT5G19480,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0031328,obsolete positive regulation of cellular biosynthetic process,biological_process,470,145,9,1.391929567131328,0.1988963088124687,AT1G26665;AT1G27630;AT1G54610;AT1G75520;AT2G36610;AT2G46680;AT5G12230;AT5G19480,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0009063,amino acid catabolic process,biological_process,470,52,4,1.7250409165302782,0.2008556829062159,AT1G55510;AT4G34030;AT4G35220;AT5G65940,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0019748,secondary metabolic process,biological_process,470,52,4,1.7250409165302782,0.2008556829062159,AT1G52400;AT2G23010;AT3G09260;AT3G10450,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0019208,phosphatase regulator activity,molecular_function,470,35,3,1.922188449848024,0.2036854960372376,AT1G17720;AT5G28850;AT5G64130,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0005795,Golgi stack,cellular_component,470,5,1,4.485106382978723,0.2039780171489252,AT2G45200,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0006446,regulation of translational initiation,biological_process,470,5,1,4.485106382978723,0.2039780171489252,AT4G38090,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,biological_process,470,5,1,4.485106382978723,0.2039780171489252,AT2G26300,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0008219,cell death,biological_process,470,5,1,4.485106382978723,0.2039780171489252,AT1G14780,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0009566,fertilization,biological_process,470,5,1,4.485106382978723,0.2039780171489252,AT5G17340,0.999999998665643
primary|leaf_auc|down,primary,leaf_auc,down,GO:0009753,response to jasmonic acid,biological_process,470,5,1,4.485106382978723,0.2039780171489252,AT3G57130,0.999999998665643
