generic,mission,sample_type,sample_subtype,original_weight_g,pristinity_pct,station,landmark,generic_description,has_pds_photos,n_pds_photos,n_pds_jpegs,has_compendium,compendium_url,has_thin_section,has_3d_scan,has_display,is_osd476_regolith
62246,Apollo 16,Crustal,Anorthosite,4.59,95.49,2,,Cataclastic anorthosite (G),False,0,0,False,,True,False,False,False
62247,Apollo 16,Breccia,Fragmental,2.11,100.0,2,,Fragmental polymict breccia,False,0,0,False,,False,False,False,False
62248,Apollo 16,Breccia,Fragmental,1.61,100.0,2,,Fragmental polymict breccia (G),False,0,0,False,,False,False,False,False
62249,Apollo 16,Breccia,Fragmental,1.41,100.0,2,,Fragmental polymict breccia,False,0,0,False,,False,False,False,False
62250,Apollo 16,Residue,,18.43,60.93,,,,False,0,0,False,,False,False,False,False
62255,Apollo 16,Breccia,Fragmental,1239.0,93.763,2,,"Dilithologic , cataclastic anorthosite clasts",True,44,44,True,https://curator.jsc.nasa.gov/lunar/lsc/62255.pdf,True,False,False,False
62270,Apollo 16,Residue,,22.17,87.82,,,,False,0,0,False,,False,False,False,False
62275,Apollo 16,Breccia,Anorthosite,443.0,98.007,2,,Cataclastic anorthosite,True,48,48,True,https://curator.jsc.nasa.gov/lunar/lsc/62275.pdf,True,False,False,False
62280,Apollo 16,Soil,Unsieved,143.0,98.78,2,BUSTER CRATER,"Fines, Unsieved",False,0,0,False,,False,False,False,False
62281,Apollo 16,Soil,<1 mm,218.5,70.712,,,"Fines, < 1mm",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/62281.pdf,True,False,False,False
62282,Apollo 16,Soil,1-2 mm,21.71,93.616,,,"Fines, 1-2mm",False,0,0,False,,False,False,False,False
62283,Apollo 16,Soil,2-4 mm,13.11,92.586,,,"Fines, 2-4mm",False,0,0,False,,False,False,False,False
62284,Apollo 16,Soil,4-10mm,14.3,96.62,,,,True,6,6,False,,False,False,False,False
62285,Apollo 16,Breccia,Regolith,3.524,100.0,2,,Friable regolith clod,False,0,0,False,,False,False,False,False
62286,Apollo 16,Breccia,Regolith,2.917,100.0,2,,Friable regolith clod,False,0,0,False,,False,False,False,False
62287,Apollo 16,Breccia,Impact Melt,2.474,95.96,2,,Fine-grained impact melt,False,0,0,False,,False,False,False,False
62288,Apollo 16,Breccia,Fragmental,1.939,100.0,2,,Fragmental or crystalline polymict breccia,False,0,0,False,,False,False,False,False
62289,Apollo 16,Breccia,Regolith,1.135,100.0,2,,Friable regolith clod,False,0,0,False,,False,False,False,False
62290,Apollo 16,Residue,,27.7,95.85,,,,False,0,0,False,,False,False,False,False
62295,Apollo 16,Breccia,Impact Melt,250.8,77.695,2,,Basaltic,True,72,72,True,https://curator.jsc.nasa.gov/lunar/lsc/62295.pdf,True,False,False,False
62305,Apollo 16,Breccia,Fragmental,0.81,100.0,2,,Fragmental polymict breccia,False,0,0,False,,False,False,False,False
62315,Apollo 16,Breccia,Fragmental,0.77,100.0,2,,Fragmental polymict breccia,False,0,0,False,,False,False,False,False
63010,Apollo 16,Residue,,51.3,100.0,,,,False,0,0,False,,False,False,False,False
63320,Apollo 16,Soil,Unsieved,320.0,96.436,13,SHADOW ROCK,"Fines, Unsieved",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/63320.pdf,True,False,False,False
63321,Apollo 16,Soil,<1 mm,25.67,2.213,,,"Fines, < 1mm",False,0,0,False,,True,False,False,False
63322,Apollo 16,Soil,1-2 mm,2.65,81.132,,,"Fines, 1-2mm",False,0,0,False,,False,False,False,False
63323,Apollo 16,Soil,2-4 mm,2.02,100.0,,,"Fines, 2-4mm",False,0,0,False,,False,False,False,False
63324,Apollo 16,Soil,4-10mm,1.15,100.0,,,,True,5,5,False,,False,False,False,False
63335,Apollo 16,Breccia,Impact Melt,65.4,80.304,13,SHADOW ROCK,Fine-grained,True,23,23,True,https://curator.jsc.nasa.gov/lunar/lsc/63335.pdf,True,False,False,False
63340,Apollo 16,Soil,Unsieved,149.7,94.248,13,SHADOW ROCK,"Fines, Unsieved",False,0,0,False,,False,False,False,False
63341,Apollo 16,Soil,<1 mm,25.88,53.126,,,"Fines, < 1mm",False,0,0,False,,True,False,False,False
63342,Apollo 16,Soil,1-2 mm,2.52,100.0,,,"Fines, 1-2mm",False,0,0,False,,False,False,False,False
63343,Apollo 16,Soil,2-4 mm,2.13,100.0,,,"Fines, 2-4mm",False,0,0,False,,False,False,False,False
63344,Apollo 16,Soil,4-10mm,0.96,72.917,,,,True,6,6,False,,False,False,False,False
63350,Apollo 16,Residue,,23.49,99.15,,,,False,0,0,False,,False,False,False,False
63355,Apollo 16,Breccia,Impact Melt,68.24,77.836,13,SHADOW ROCK,Poikilitic,True,9,9,True,https://curator.jsc.nasa.gov/lunar/lsc/63355.pdf,True,False,False,False
63500,Apollo 16,Soil,Unsieved,201.8,93.5,4B,SHADOW ROCK,"Fines, Unsieved",False,0,0,False,,False,False,False,False
63501,Apollo 16,Soil,<1 mm,342.5,67.951,,,"Fines, < 1mm",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/63501.pdf,True,False,False,False
63502,Apollo 16,Soil,1-2 mm,25.29,84.235,,,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
63503,Apollo 16,Soil,2-4 mm,14.53,75.492,,,"Fines, 2-4mm",False,0,0,False,,True,False,False,False
63504,Apollo 16,Soil,4-10mm,17.34,90.17,,,,True,7,7,False,,True,False,False,False
63505,Apollo 16,Breccia,Impact Melt,5.41,87.65,13,,Fine-grained,True,6,6,False,,True,False,False,False
63506,Apollo 16,Breccia,Impact Melt,4.9,95.204,13,,Basaltic,True,8,8,True,https://curator.jsc.nasa.gov/lunar/lsc/63506.pdf,True,False,False,False
63507,Apollo 16,Breccia,Fragmental,2.78,82.122,13,,Fragmental regolith breccia (G),True,7,7,True,https://curator.jsc.nasa.gov/lunar/lsc/63507.pdf,True,False,False,False
63508,Apollo 16,Breccia,Impact Melt,2.61,90.57,13,,Fine-grained,True,5,5,False,,True,False,False,False
63509,Apollo 16,Breccia,Impact Melt,2.05,90.1,13,,Fine-grained,True,5,5,False,,True,False,False,False
63515,Apollo 16,Breccia,Impact Melt,1.32,88.86,13,,Fine-grained impact melt,True,2,2,False,,True,False,False,False
63520,Apollo 16,Unclassified,,22.08,83.24,,,,False,0,0,False,,False,False,False,False
63525,Apollo 16,Breccia,Impact Melt,6.68,54.671,13,,Fine-grained,True,5,5,True,https://curator.jsc.nasa.gov/lunar/lsc/63525.pdf,True,False,False,False
63526,Apollo 16,Breccia,Impact Melt,2.91,92.2,13,,Fine-grained,True,5,5,False,,True,False,False,False
63527,Apollo 16,Breccia,Impact Melt,6.1,92.67,13,,Basaltic,True,5,5,False,,True,False,False,False
63528,Apollo 16,Breccia,Impact Melt,4.12,92.74,13,,Fine-grained,True,5,5,False,,True,False,False,False
63529,Apollo 16,Breccia,Impact Melt,23.48,98.14,13,,Fine-grained,True,5,5,True,https://curator.jsc.nasa.gov/lunar/lsc/63529.pdf,True,False,False,False
63535,Apollo 16,Breccia,Impact Melt,6.85,86.555,13,,Basaltic,True,6,6,True,https://curator.jsc.nasa.gov/lunar/lsc/63535.pdf,True,False,False,False
63536,Apollo 16,Breccia,Impact Melt,1.02,80.59,13,,Basaltic,True,5,5,False,,True,False,False,False
63537,Apollo 16,Breccia,Impact Melt,4.78,93.494,13,,Basaltic,True,6,6,False,,True,False,False,False
63538,Apollo 16,Breccia,Impact Melt,35.06,98.303,13,,Fine-grained /glass,True,12,12,True,https://curator.jsc.nasa.gov/lunar/lsc/63538.pdf,True,False,False,False
63539,Apollo 16,Breccia,Impact Melt,0.39,89.74,13,,Fine-grained,True,6,6,False,,True,False,False,False
63545,Apollo 16,Breccia,Impact Melt,15.95,88.727,13,,Basaltic,True,7,7,True,https://curator.jsc.nasa.gov/lunar/lsc/63545.pdf,True,False,False,False
63546,Apollo 16,Breccia,Impact Melt,9.23,96.89,13,,Fine-grained,True,6,6,False,,True,False,False,False
63547,Apollo 16,Breccia,Impact Melt,4.9,94.898,13,,Poikilitic,True,6,6,False,,True,False,False,False
63548,Apollo 16,Breccia,Impact Melt,1.13,77.611,13,,Fine-grained,True,6,6,True,https://curator.jsc.nasa.gov/lunar/lsc/63548.pdf,True,False,False,False
63549,Apollo 16,Breccia,Impact Melt,26.57,65.205,13,,Basaltic,True,15,15,True,https://curator.jsc.nasa.gov/lunar/lsc/63549.pdf,True,False,False,False
63555,Apollo 16,Breccia,Impact Melt,3.38,86.45,13,,clast rich,True,4,4,False,,True,False,False,False
63556,Apollo 16,Breccia,Impact Melt,18.1,86.365,13,,Poikilitic,True,6,6,True,https://curator.jsc.nasa.gov/lunar/lsc/63556.pdf,True,False,False,False
63557,Apollo 16,Breccia,Impact Melt,7.53,95.697,13,,Fine-grained,True,6,6,False,,True,False,False,False
63558,Apollo 16,Breccia,Impact Melt,7.09,96.276,13,,Poikilitic,True,5,5,False,,True,False,False,False
63559,Apollo 16,Breccia,Impact Melt,6.04,93.38,13,,Devitrified Glass,True,9,9,True,https://curator.jsc.nasa.gov/lunar/lsc/63559.pdf,True,False,False,False
63565,Apollo 16,Breccia,Impact Melt,0.94,89.894,13,,Devitrified Glass,True,9,9,False,,True,False,False,False
63566,Apollo 16,Breccia,Impact Melt,19.61,95.11,13,,"Devitrified Glass, cataclastic anorthosite clast",True,10,10,True,https://curator.jsc.nasa.gov/lunar/lsc/63566.pdf,True,False,False,False
63567,Apollo 16,Breccia,Impact Melt,3.21,90.935,13,,Devitrified Glass,True,5,5,False,,True,False,False,False
63568,Apollo 16,Breccia,Impact Melt,4.06,93.1,13,,Devitrified Glass,True,9,9,False,,True,False,False,False
63569,Apollo 16,Breccia,Unclassified,0.43,93.02,13,,Glass,True,8,8,False,,True,False,False,False
63575,Apollo 16,Breccia,Impact Melt,4.72,94.703,13,,Glass enclosing white clast,True,11,11,False,,True,False,False,False
63576,Apollo 16,Breccia,Impact Melt,1.23,93.496,13,,Glass enclosing white clasts,True,5,5,False,,True,False,False,False
63577,Apollo 16,Breccia,Impact Melt,12.41,97.99,13,,"Crystalline, polymict",True,7,7,False,,True,False,False,False
63578,Apollo 16,Breccia,Impact Melt,19.6,90.949,13,,Glassy/fine-grained,True,8,8,True,https://curator.jsc.nasa.gov/lunar/lsc/63578.pdf,True,False,False,False
63579,Apollo 16,Breccia,Impact Melt,11.35,95.18,13,,Fine-grained,True,7,7,False,,True,False,False,False
63585,Apollo 16,Breccia,Impact Melt,32.62,92.922,13,,Basaltic/poikilitic,True,15,15,True,https://curator.jsc.nasa.gov/lunar/lsc/63585.pdf,True,False,False,False
63586,Apollo 16,Breccia,Impact Melt,1.98,88.43,13,,Fine-grained,True,7,7,False,,True,False,False,False
63587,Apollo 16,Breccia,Impact Melt,20.51,98.03,13,,Poikilitic,True,7,7,True,https://curator.jsc.nasa.gov/lunar/lsc/63587.pdf,True,False,False,False
63588,Apollo 16,Breccia,Fragmental,2.4,45.208,13,,polymict,True,7,7,False,,True,False,False,False
63589,Apollo 16,Breccia,Fragmental,13.51,97.483,13,,polymict,True,10,10,False,,True,False,False,False
63595,Apollo 16,Breccia,Fragmental,2.1,88.571,13,,polymict,True,5,5,True,https://curator.jsc.nasa.gov/lunar/lsc/63595.pdf,True,False,False,False
63596,Apollo 16,Breccia,Impact Melt,6.4,95.594,13,,Poikilitic,True,6,6,True,https://curator.jsc.nasa.gov/lunar/lsc/63596.pdf,True,False,False,False
63597,Apollo 16,Breccia,Impact Melt,5.67,96.54,13,,Poikilitic,True,8,8,False,,True,False,False,False
63598,Apollo 16,Breccia,Impact Melt,12.66,95.174,13,,Poikilitic,True,7,7,True,https://curator.jsc.nasa.gov/lunar/lsc/63598.pdf,True,False,False,False
64001,Apollo 16,Core,unsieved,752.3,78.533,4,STONE MOUNTAIN,,True,260,260,False,,True,False,False,False
64002,Apollo 16,Core,unsieved,584.1,76.609,4,STONE MOUNTAIN,,True,213,213,True,https://curator.jsc.nasa.gov/lunar/lsc/64002.pdf,True,False,False,False
64420,Apollo 16,Soil,Unsieved,112.2,98.49,4,CINCO B CRATER,"Fines, Unsieved",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/64420.pdf,False,False,False,False
64421,Apollo 16,Soil,<1 mm,206.9,75.829,,,"Fines, < 1mm",False,0,0,False,,True,False,False,False
64422,Apollo 16,Soil,1-2 mm,6.17,71.151,,,"Fines, 1-2mm",False,0,0,False,,False,False,False,False
64423,Apollo 16,Soil,2-4mm,3.76,72.633,,,,True,6,6,False,,True,False,False,False
64424,Apollo 16,Soil,4-10mm,2.06,100.0,,,,True,6,6,False,,False,False,False,False
64425,Apollo 16,Breccia,Fragmental,14.62,77.305,4,,Dilithologic,True,4,4,True,https://curator.jsc.nasa.gov/lunar/lsc/64425.pdf,True,False,False,False
64430,Apollo 16,Residue,,28.22,83.88,,,,False,0,0,False,,False,False,False,False
64435,Apollo 16,Breccia,Impact Melt,1079.0,90.851,4,,Fine-grained,True,98,98,True,https://curator.jsc.nasa.gov/lunar/lsc/64435.pdf,True,False,False,False
64450,Apollo 16,Residue,,1.57,96.82,,,,False,0,0,False,,False,False,False,False
64455,Apollo 16,Breccia,Impact Melt,56.68,24.52,4,,Basaltic,True,71,71,True,https://curator.jsc.nasa.gov/lunar/lsc/64455.pdf,True,False,False,False
64470,Apollo 16,Residue,,27.09,91.58,,,,False,0,0,False,,False,False,False,False
64475,Apollo 16,Breccia,Impact Melt,1032.0,94.347,4,,Dilithologic,True,86,86,True,https://curator.jsc.nasa.gov/lunar/lsc/64475.pdf,True,False,False,False
64476,Apollo 16,Breccia,Impact Melt,125.1,94.877,4,,Dilithologic,True,49,49,False,,True,False,False,False
64477,Apollo 16,Breccia,Fragmental,19.32,94.51,4,,Glassy,True,8,8,True,https://curator.jsc.nasa.gov/lunar/lsc/64477.pdf,True,False,False,False
64478,Apollo 16,Breccia,Impact Melt,12.34,97.49,4,,Poikilitic,True,5,5,True,https://curator.jsc.nasa.gov/lunar/lsc/64478.pdf,True,False,False,False
64500,Apollo 16,Soil,Unsieved,320.6,95.817,4,CINCO B CRATER,"Fines, Unsieved",False,0,0,False,,False,False,False,False
64501,Apollo 16,Soil,<1 mm,495.7,83.587,,,,True,4,4,True,https://curator.jsc.nasa.gov/lunar/lsc/64501.pdf,True,False,False,False
64502,Apollo 16,Soil,1-2 mm,28.38,85.543,,,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
64503,Apollo 16,Soil,2-4 mm,24.11,88.826,,,"Fines, 2-4mm",False,0,0,False,,True,False,False,False
64504,Apollo 16,Soil,4-10mm,24.15,97.901,,,,True,11,11,False,,False,False,False,False
64505,Apollo 16,Breccia,Fragmental,5.392,96.81,4,,Fragmental polymict breccia,False,0,0,False,,True,False,False,False
64506,Apollo 16,Breccia,Impact Melt,5.079,94.05,4,,Basaltic impact melt (G),False,0,0,False,,True,False,False,False
64507,Apollo 16,Breccia,Unclassified,4.474,95.46,4,,Dilithologic breccia,False,0,0,False,,True,False,False,False
64508,Apollo 16,Breccia,Unclassified,4.168,95.2,4,,Dilithologic breccia,False,0,0,False,,True,False,False,False
64509,Apollo 16,Breccia,Fragmental,3.15,93.02,4,,Fragmental polymict breccia,False,0,0,False,,True,False,False,False
64515,Apollo 16,Breccia,Impact Melt,3.761,81.84,4,,Basaltic impact melt,False,0,0,False,,True,False,False,False
64516,Apollo 16,Crustal,Anorthosite,2.929,94.23,4,,Cataclastic anorthosite,False,0,0,False,,True,False,False,False
64517,Apollo 16,Breccia,Unclassified,1.546,94.83,4,,Crystalline polymict breccia,False,0,0,False,,True,False,False,False
64518,Apollo 16,Breccia,Impact Melt,1.49,92.62,4,,Fine-grained impact melt,False,0,0,False,,True,False,False,False
64519,Apollo 16,Crustal,Anorthosite,1.124,95.55,4,,Cataclastic anorthosite,False,0,0,False,,True,False,False,False
64525,Apollo 16,Crustal,Anorthosite,1.107,86.72,4,,Cataclastic anorthosite,False,0,0,False,,True,False,False,False
64530,Apollo 16,Residue,,35.45,75.18,,,,False,0,0,False,,False,False,False,False
64535,Apollo 16,Breccia,Impact Melt,256.6,98.372,4,,"clast rich, Dilithologic",True,25,25,True,https://curator.jsc.nasa.gov/lunar/lsc/64535.pdf,True,False,False,False
64536,Apollo 16,Breccia,Impact Melt,177.5,96.738,4,,"clast rich, Dilithologic",True,43,43,False,,True,False,False,False
64537,Apollo 16,Breccia,Impact Melt,124.3,96.825,4,,"clast rich, Dilithologic",True,46,46,False,,True,False,False,False
64538,Apollo 16,Breccia,Impact Melt,30.03,99.16,4,,Polylithologic,True,7,7,True,https://curator.jsc.nasa.gov/lunar/lsc/64538.pdf,True,False,False,False
64539,Apollo 16,Breccia,Fragmental,17.76,98.029,4,,Dilithologic,True,3,3,True,https://curator.jsc.nasa.gov/lunar/lsc/64539.pdf,True,False,False,False
64545,Apollo 16,Breccia,Fragmental,14.09,97.012,4,,Dilithologic,True,3,3,False,,True,False,False,False
64546,Apollo 16,Breccia,Fragmental,12.8,98.594,4,,Dilithologic,True,5,5,False,,False,False,False,False
64547,Apollo 16,Breccia,Impact Melt,10.9,96.514,4,,Polylithologic,True,3,3,False,,True,False,False,False
64548,Apollo 16,Breccia,Fragmental,8.49,96.584,4,,Dilithologic,True,5,5,True,https://curator.jsc.nasa.gov/lunar/lsc/64548.pdf,True,False,False,False
64549,Apollo 16,Breccia,Fragmental,6.47,96.6,4,,Dilithologic,True,3,3,False,,True,False,False,False
64555,Apollo 16,Breccia,Fragmental,5.29,99.622,4,,Fragmental dilithologic breccia,True,3,3,False,,True,False,False,False
64556,Apollo 16,Breccia,Unclassified,5.15,96.272,4,,Dilithologic or polymict breccia,True,3,3,False,,True,False,False,False
64557,Apollo 16,Breccia,Impact Melt,4.79,98.33,4,,Fine-grained impact melt,True,3,3,False,,True,False,False,False
64558,Apollo 16,Breccia,Unclassified,3.13,94.377,4,,Dilithologic breccia,True,2,2,False,,True,False,False,False
64559,Apollo 16,Breccia,Impact Melt,21.82,98.786,4,,Basaltic,True,5,5,True,https://curator.jsc.nasa.gov/lunar/lsc/64559.pdf,True,False,False,False
64565,Apollo 16,Breccia,Impact Melt,14.73,98.099,4,,Glassy,True,5,5,False,,True,False,False,False
64566,Apollo 16,Breccia,Impact Melt,14.13,96.079,4,,white clasts,True,3,3,True,https://curator.jsc.nasa.gov/lunar/lsc/64566.pdf,True,False,False,False
64567,Apollo 16,Breccia,Impact Melt,13.86,80.375,4,,Poikilitic,True,5,5,True,https://curator.jsc.nasa.gov/lunar/lsc/64567.pdf,True,False,False,False
64568,Apollo 16,Breccia,Impact Melt,9.379,98.145,4,,Poikilitic,True,5,5,True,https://curator.jsc.nasa.gov/lunar/lsc/64568.pdf,True,False,False,False
64569,Apollo 16,Breccia,Impact Melt,14.32,94.937,4,,Poikilitic,True,5,5,False,,True,False,False,False
64575,Apollo 16,Breccia,Impact Melt,6.837,97.7,4,,Poikilitic,True,5,5,False,,True,False,False,False
64576,Apollo 16,Breccia,Impact Melt,6.916,93.956,4,,Basaltic,True,5,5,True,https://curator.jsc.nasa.gov/lunar/lsc/64576.pdf,True,False,False,False
64577,Apollo 16,Breccia,Impact Melt,5.692,98.419,4,,Glassy,True,5,5,False,,True,False,False,False
64578,Apollo 16,Breccia,Impact Melt,5.596,96.41,4,,Fine-grained impact melt (G),True,3,3,False,,True,False,False,False
64579,Apollo 16,Breccia,Impact Melt,4.802,95.752,4,,Fine-grained,True,5,5,False,,True,False,False,False
64585,Apollo 16,Breccia,Impact Melt,4.696,93.335,4,,Basaltic/poikilitic,True,5,5,True,https://curator.jsc.nasa.gov/lunar/lsc/64585.pdf,True,False,False,False
64586,Apollo 16,Breccia,Impact Melt,3.337,95.33,4,,Fine-grained,True,4,4,False,,True,False,False,False
64587,Apollo 16,Breccia,Fragmental,7.18,98.886,4,,polymict,True,4,4,False,,True,False,False,False
64588,Apollo 16,Breccia,Fragmental,2.546,95.29,4,,polymict,True,2,2,False,,True,False,False,False
64589,Apollo 16,Breccia,Anorthosite,4.039,94.06,4,,Cataclastic anorthosite,True,3,3,False,,True,False,False,False
64800,Apollo 16,Soil,Unsieved,166.3,99.7,4B,,"Fines, Unsieved",False,0,0,False,,False,False,False,False
64801,Apollo 16,Soil,<1 mm,286.8,88.728,,,"Fines, < 1mm",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/64801.pdf,True,False,False,False
64802,Apollo 16,Soil,1-2 mm,10.96,88.59,,,"Fines, 1-2mm",False,0,0,False,,False,False,False,False
64803,Apollo 16,Soil,2-4mm,8.09,86.106,,,,True,11,11,False,,True,False,False,False
64804,Apollo 16,Soil,4-10mm,7.89,98.1,,,,True,5,5,False,,False,False,False,False
64810,Apollo 16,Soil,Unsieved,102.14,97.81,4B,STONE MOUNTAIN,"Fines, Unsieved",False,0,0,False,,False,False,False,False
64811,Apollo 16,Soil,<1 mm,174.7,94.086,,,"Fines, < 1mm",False,0,0,False,,True,False,False,False
64812,Apollo 16,Soil,1-2 mm,9.53,94.753,,,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
64813,Apollo 16,Soil,2-4mm,9.1,90.93,,,,True,10,10,False,,False,False,False,False
64814,Apollo 16,Soil,4-10mm,5.34,97.57,,,,True,5,5,False,,False,False,False,False
64815,Apollo 16,Breccia,Impact Melt,20.9,83.761,4,,Poikilitic,True,10,10,True,https://curator.jsc.nasa.gov/lunar/lsc/64815.pdf,True,False,False,False
64816,Apollo 16,Breccia,Impact Melt,3.83,90.392,4,,Poikilitic,True,10,10,True,https://curator.jsc.nasa.gov/lunar/lsc/64816.pdf,True,False,False,False
64817,Apollo 16,Breccia,Impact Melt,8.98,82.773,4,,Basaltic,True,7,7,True,https://curator.jsc.nasa.gov/lunar/lsc/64817.pdf,True,False,False,False
64818,Apollo 16,Breccia,fragmental,15.98,95.369,4,,Dilithologic,True,7,7,True,https://curator.jsc.nasa.gov/lunar/lsc/64818.pdf,True,False,False,False
64819,Apollo 16,Breccia,fragmental,11.76,97.959,4,,"monomict, Pristine cataclastic anorthosite (G)",True,5,5,False,,True,False,False,False
64825,Apollo 16,Breccia,Regolith,21.5,98.0,4,,,True,6,6,True,https://curator.jsc.nasa.gov/lunar/lsc/64825.pdf,True,False,False,False
64826,Apollo 16,Breccia,Regolith,11.33,92.763,4,,polymict,True,8,8,False,,True,False,False,False
64827,Apollo 16,Breccia,Regolith,8.11,98.03,4,,polymict,True,8,8,False,,True,False,False,False
64828,Apollo 16,Breccia,Regolith,0.97,89.28,4,,,True,6,6,False,,True,False,False,False
64829,Apollo 16,Breccia,Regolith,2.2,88.64,4,,,True,6,6,False,,True,False,False,False
64835,Apollo 16,Breccia,Regolith,2.32,79.74,4,,,True,6,6,False,,True,False,False,False
64836,Apollo 16,Breccia,Regolith,1.76,96.59,4,,,True,6,6,False,,True,False,False,False
64837,Apollo 16,Breccia,Regolith,2.18,99.08,4,,,True,3,3,False,,True,False,False,False
65010,Apollo 16,Residue,,42.37,100.0,,,,False,0,0,False,,False,False,False,False
65015,Apollo 16,Breccia,Impact Melt,1802.0,91.676,5,,Poikilitic,True,120,120,True,https://curator.jsc.nasa.gov/lunar/lsc/65015.pdf,True,False,False,False
65016,Apollo 16,Breccia,Impact Melt,21.02,93.264,5,,"Glass sphere, hollow",True,12,12,True,https://curator.jsc.nasa.gov/lunar/lsc/65016.pdf,True,False,False,False
65030,Apollo 16,Residue,,45.0,87.31,,,,False,0,0,False,,False,False,False,False
65035,Apollo 16,Breccia,fragmental,446.1,95.504,5,,"impact melt, Cataclastic anorthosite (G) clasts",True,69,69,True,https://curator.jsc.nasa.gov/lunar/lsc/65035.pdf,True,True,False,False
65050,Apollo 16,Residue,,32.29,90.65,,,,False,0,0,False,,False,False,False,False
65055,Apollo 16,Breccia,Impact Melt,500.8,95.772,5,,Basaltic,True,48,48,True,https://curator.jsc.nasa.gov/lunar/lsc/65055.pdf,True,False,False,False
65056,Apollo 16,Breccia,Impact Melt,64.78,95.755,5,,Variolitic,True,9,9,True,https://curator.jsc.nasa.gov/lunar/lsc/65056.pdf,True,False,False,False
65070,Apollo 16,Residue,,5.05,75.84,,,,False,0,0,False,,False,False,False,False
65075,Apollo 16,Breccia,Impact Melt,107.9,93.84,5,,Basaltic,True,24,24,True,https://curator.jsc.nasa.gov/lunar/lsc/65075.pdf,True,False,False,False
65090,Apollo 16,Residue,,28.86,89.33,,,,False,0,0,False,,False,False,False,False
65095,Apollo 16,Breccia,Regolith,560.1,94.92,5,,"polymict, glass coating",True,60,60,True,https://curator.jsc.nasa.gov/lunar/lsc/65095.pdf,True,False,False,False
65310,Apollo 16,Residue,,45.08,89.09,,,,False,0,0,False,,False,False,False,False
65315,Apollo 16,Breccia,fragmental,300.4,80.94,5,,Pristine cataclastic anorthosite (G),True,45,45,True,https://curator.jsc.nasa.gov/lunar/lsc/65315.pdf,True,False,False,False
65325,Apollo 16,Breccia,fragmental,67.87,94.218,5,,Pristine cataclastic anorthosite (G),True,9,9,True,https://curator.jsc.nasa.gov/lunar/lsc/65325.pdf,True,False,False,False
65326,Apollo 16,Breccia,fragmental,36.4,99.341,5,,Cataclastic anorthosite,True,7,7,True,https://curator.jsc.nasa.gov/lunar/lsc/65326.pdf,True,False,False,False
65327,Apollo 16,Breccia,fragmental,6.97,94.405,5,,Pristine cataclastic anorthosite (G),True,4,4,False,,True,False,False,False
65328,Apollo 16,Breccia,fragmental,1.28,92.5,5,,"monomict, Cataclastic anorthosite (G), friable",True,4,4,False,,True,False,False,False
65329,Apollo 16,Breccia,fragmental,1.92,94.95,5,,"Cataclastic anorthosite (G), friable",True,4,4,False,,True,False,False,False
65335,Apollo 16,Breccia,fragmental,1.63,94.23,5,,"Cataclastic anorthosite (G), friable",True,4,4,False,,True,False,False,False
65336,Apollo 16,Breccia,fragmental,0.6,91.0,5,,"Cataclastic anorthosite (G), friable",True,3,3,False,,True,False,False,False
65337,Apollo 16,Breccia,Fragmental,11.57,71.91,5,,polymict,True,5,5,False,,True,False,False,False
65338,Apollo 16,Breccia,Fragmental,2.65,96.226,5,,polymict,True,5,5,False,,True,False,False,False
65339,Apollo 16,Breccia,Fragmental,1.62,93.64,5,,polymict,True,5,5,False,,True,False,False,False
65345,Apollo 16,Breccia,Fragmental,0.86,75.581,5,,polymict,True,5,5,False,,True,False,False,False
65346,Apollo 16,Breccia,Fragmental,0.8,92.13,5,,polymict,True,5,5,False,,True,False,False,False
65347,Apollo 16,Breccia,Fragmental,0.43,93.49,5,,Fragmental polymict breccia,True,2,2,False,,True,False,False,False
65348,Apollo 16,Breccia,Impact Melt,11.66,98.799,5,,"Glassy, clast rich",True,5,5,False,,True,False,False,False
65349,Apollo 16,Breccia,Impact Melt,7.58,95.07,5,,Glassy impact melt,True,4,4,False,,True,False,False,False
65355,Apollo 16,Breccia,Impact Melt,4.94,96.13,5,,Glassy,True,5,5,False,,True,False,False,False
65356,Apollo 16,Breccia,Impact Melt,2.53,92.13,5,,Glassy,True,3,3,False,,True,False,False,False
65357,Apollo 16,Breccia,Impact Melt,18.76,97.814,5,,Poikilitic,True,5,5,True,https://curator.jsc.nasa.gov/lunar/lsc/65357.pdf,True,False,False,False
65358,Apollo 16,Breccia,Impact Melt,7.02,95.997,5,,Poikilitic,True,5,5,False,,True,False,False,False
65359,Apollo 16,Breccia,Impact Melt,2.53,93.676,5,,polymict breccia inclusions,True,6,6,False,,True,False,False,False
65365,Apollo 16,Breccia,Impact Melt,2.16,85.833,5,,Poikilitic,True,3,3,False,,True,False,False,False
65366,Apollo 16,Breccia,Impact Melt,8.48,96.462,5,,Glass,True,3,3,False,,True,False,False,False
