generic,mission,sample_type,sample_subtype,original_weight_g,pristinity_pct,station,landmark,generic_description,has_pds_photos,n_pds_photos,n_pds_jpegs,has_compendium,compendium_url,has_thin_section,has_3d_scan,has_display,is_osd476_regolith
12061,Apollo 12,Basalt,Ilmenite,9.5,78.232,,,"C, medium-grained, few vesicles, olivine, chromite, ulvospinel, ilmenite, silica, ophitic to subophitic, olivine cores in pyroxene",True,1,1,True,https://curator.jsc.nasa.gov/lunar/lsc/12061.pdf,True,False,False,False
12062,Apollo 12,Basalt,Ilmenite,738.7,97.521,,SURVEYOR CRATER,"C, medium-grained, few vesicles, ilmenite, chromite, ulvospinel, rare silica, subophitic to ophitic",True,71,71,True,https://curator.jsc.nasa.gov/lunar/lsc/12062.pdf,True,False,False,False
12063,Apollo 12,Basalt,Ilmenite,2426.0,86.379,,BENCH CRATER,"C, medium-grained, rare vesicles, ilmenite, chromite, ulvospinel, rare silica, porphyritic olivine and pyroxene, symplectite",True,333,333,True,https://curator.jsc.nasa.gov/lunar/lsc/12063.pdf,True,False,False,False
12064,Apollo 12,Basalt,Ilmenite,1214.0,91.704,,SURVEYOR CRATER,"C, medium-grained, few vugs, ilmenite, chromite, ulvospinel, silica, subophitic to ophitic, intergrown pyroxene and plagioclase",True,92,92,True,https://curator.jsc.nasa.gov/lunar/lsc/12064.pdf,True,False,False,False
12065,Apollo 12,Basalt,Pigeonite,2109.0,64.836,,SURVEYOR CRATER,"C, fine to medium-grained, rare vugs, ilmenite, chromite, ulvospinel, silica, olivine and pyroxene phenocrysts, radiate matrix",True,209,209,True,https://curator.jsc.nasa.gov/lunar/lsc/12065.pdf,True,False,True,False
12070,Apollo 12,Soil,Unsieved,1102.0,80.235,,SURVEYOR CRATER,"Fines, Unsieved",True,44,44,True,https://curator.jsc.nasa.gov/lunar/lsc/12070.pdf,True,False,False,True
12071,Apollo 12,Unclassified,Rock chips,9.16,60.808,,,,True,5,5,False,,True,False,False,False
12072,Apollo 12,Basalt,Olivine,103.6,92.138,,,"C, medium-grained, large vesicles & vugs, ilmenite, chromite, ulvospinel, silica, olivine and pyroxene phenocrysts, radiate matrix",True,32,32,True,https://curator.jsc.nasa.gov/lunar/lsc/12072.pdf,True,False,False,False
12073,Apollo 12,Breccia,Regolith,407.7,83.981,,,"seriate fragmental, porous, abundant glass fragments and solivinear wind gases",True,116,116,True,https://curator.jsc.nasa.gov/lunar/lsc/12073.pdf,True,False,False,False
12075,Apollo 12,Basalt,Olivine,232.5,79.983,,,"C, medium-grained, many vugs, ilmenite, chromite, ulvospinel, silica, olivine and pyroxene phenocrysts, radiate to intersertal matrix",True,125,125,True,https://curator.jsc.nasa.gov/lunar/lsc/12075.pdf,True,False,False,False
12076,Apollo 12,Basalt,Olivine,54.55,82.788,,,"C, medium-grained, many vugs, ilmenite, chromite, ulvospinel, silica, olivine and pyroxene phenocrysts, radiate matrix",True,65,65,True,https://curator.jsc.nasa.gov/lunar/lsc/12076.pdf,True,False,False,False
12077,Apollo 12,Basalt,Olivine,22.63,87.936,,,"C, fine-grained, few vugs, ilmenite, chromite, ulvospinel, porphyritic olivine in matrix of radiate plagioclase and ilmenite, friable",True,24,24,True,https://curator.jsc.nasa.gov/lunar/lsc/12077.pdf,True,False,False,False
12078,Apollo 12,Unclassified,,0.0,0.0,,,,False,0,0,False,,False,False,False,False
12079,Apollo 12,Unclassified,,0.0,0.0,,,,False,0,0,False,,False,False,False,False
12095,Apollo 12,Unclassified,,0.0,0.0,,,,False,0,0,False,,False,False,False,False
12096,Apollo 12,Unclassified,,0.0,0.0,,,,False,0,0,False,,False,False,False,False
12097,Apollo 12,Unclassified,,0.0,0.0,,,,False,0,0,False,,False,False,False,False
12098,Apollo 12,Unclassified,,0.0,0.0,,,,False,0,0,False,,False,False,False,False
12099,Apollo 12,Unclassified,,0.0,0.0,,,,False,0,0,False,,False,False,False,False
14001,Apollo 14,Soil,2-4 mm,31.8,49.192,LM,,"Fines, 2-4mm. Part of contingency sample.",False,0,0,False,,True,False,False,False
14002,Apollo 14,Soil,1-2 mm,42.1,92.542,LM,,"Fines, 1-2mm. Part of contingency sample.",False,0,0,False,,True,False,False,False
14003,Apollo 14,Soil,<1 mm,947.9,63.027,LM,,"Fines, < 1mm. Part of contingency sample.",True,1,1,True,https://curator.jsc.nasa.gov/lunar/lsc/14003.pdf,True,False,False,False
14004,Apollo 14,Soil,4-10 mm,33.0,75.633,LM,,"Fines, 4-10mm. Part of contingency sample.",True,22,22,False,,True,False,False,False
14006,Apollo 14,Soil,>10 mm,12.13,61.286,LM,,Crystalline Matrix Breccia. Part of contingency sample.,True,12,12,True,https://curator.jsc.nasa.gov/lunar/lsc/14006.pdf,True,False,False,False
14007,Apollo 14,Breccia,Fragmental,3.67,100.0,LM,,"Chips, Unsorted. Part of contingency sample.",True,4,4,False,,False,False,False,False
14008,Apollo 14,Breccia,Regolith,4.35,100.0,LM,,"Chips, Unsorted. Part of contingency sample.",True,4,4,False,,False,False,False,False
14009,Apollo 14,Breccia,Regolith,1.09,100.0,LM,,"Chips, Unsorted. Part of contingency sample.",True,4,4,False,,False,False,False,False
14010,Apollo 14,Breccia,Regolith,1.0,73.2,LM,,"Chips, Unsorted. Part of contingency sample.",True,6,6,False,,True,False,False,False
14011,Apollo 14,Breccia,Regolith,0.68,100.0,LM,,"Chips, Unsorted. Part of contingency sample.",True,4,4,False,,False,False,False,False
14012,Apollo 14,Residue,,0.103,100.0,LM,,Residue. Part of contingency sample.,False,0,0,False,,False,False,False,False
14041,Apollo 14,Breccia,Regolith,166.3,97.462,A,,Vitric Matrix Breccia,True,44,44,False,,True,False,False,False
14042,Apollo 14,Breccia,Regolith,103.2,92.549,A,,Vitric Matrix Breccia,True,51,51,True,https://curator.jsc.nasa.gov/lunar/lsc/14042.pdf,True,False,False,False
14043,Apollo 14,Breccia,Unclassified,5.94,0.0,A,,,False,0,0,False,,False,False,False,False
14044,Apollo 14,Residue,,4.68,0.0,A,,,False,0,0,False,,False,False,False,False
14045,Apollo 14,Breccia,Regolith,65.24,95.815,A,,Vitric Matrix Breccia,True,44,44,False,,True,False,False,False
14046,Apollo 14,Residue,,1.21,0.0,A,,,False,0,0,False,,False,False,False,False
14047,Apollo 14,Breccia,Regolith,242.0,65.251,B,WEIRD CRATER,Vitric Matrix Breccia,True,39,39,True,https://curator.jsc.nasa.gov/lunar/lsc/14047.pdf,True,False,False,False
14048,Apollo 14,Residue,,10.17,0.0,B,WEIRD CRATER,,False,0,0,False,,False,False,False,False
14049,Apollo 14,Breccia,Regolith,200.1,78.229,Bg,,Vitric Matrix Breccia,True,67,67,True,https://curator.jsc.nasa.gov/lunar/lsc/14049.pdf,True,False,False,False
14050,Apollo 14,Residue,,6.91,0.0,Bg,,,False,0,0,False,,False,False,False,False
14051,Apollo 14,Breccia,Impact Melt,191.3,97.485,C,CONE CRATER,Crystalline Matrix Breccia,True,41,41,True,https://curator.jsc.nasa.gov/lunar/lsc/14051.pdf,True,False,False,False
14052,Apollo 14,Residue,,2.89,30.173,C,CONE CRATER,,False,0,0,False,,False,False,False,False
14053,Apollo 14,Basalt,Feldspathic,251.3,59.181,C2,CONE CRATER,,True,130,130,True,https://curator.jsc.nasa.gov/lunar/lsc/14053.pdf,True,False,False,False
14054,Apollo 14,Residue,,0.52,15.385,C2,CONE CRATER,,False,0,0,False,,False,False,False,False
14055,Apollo 14,Breccia,Regolith,111.0,88.762,E,,Vitric Matrix Breccia,True,24,24,True,https://curator.jsc.nasa.gov/lunar/lsc/14055.pdf,True,False,False,False
14056,Apollo 14,Breccia,Regolith,6.38,100.0,E,,Soil Clod,True,4,4,True,https://curator.jsc.nasa.gov/lunar/lsc/14056.pdf,False,False,False,False
14057,Apollo 14,Breccia,Regolith,5.51,100.0,E,,Soil Clod,True,4,4,False,,False,False,False,False
14058,Apollo 14,Breccia,Regolith,4.53,100.0,E,,Soil Clod,True,4,4,False,,False,False,False,False
14059,Apollo 14,Breccia,Regolith,8.68,49.19,E,,Soil Clod,True,4,4,False,,False,False,False,False
14060,Apollo 14,Breccia,Unclassified,2.5,100.0,E,,,True,6,6,False,,False,False,False,False
14061,Apollo 14,Breccia,Regolith,3.11,100.0,E,,,True,4,4,False,,False,False,False,False
14062,Apollo 14,Residue,,27.5,60.473,E,,,False,0,0,False,,False,False,False,False
14063,Apollo 14,Breccia,Fragmental,135.5,61.742,C1,WHITE ROCKS AREA,Light Matrix Breccia,True,94,94,True,https://curator.jsc.nasa.gov/lunar/lsc/14063.pdf,True,False,False,False
14064,Apollo 14,Breccia,Fragmental,107.5,92.447,C1,WHITE ROCKS AREA,Light Matrix Breccia,True,52,52,False,,True,False,False,False
14065,Apollo 14,Residue,,7.72,0.0,C1,WHITE ROCKS AREA,,False,0,0,False,,True,False,False,False
14066,Apollo 14,Breccia,Fragmental,509.8,78.437,F,WEIRD CRATER,Crystalline Matrix Breccia,True,93,93,True,https://curator.jsc.nasa.gov/lunar/lsc/14066.pdf,True,False,False,False
14067,Apollo 14,Residue,,7.66,21.057,F,WEIRD CRATER,,False,0,0,False,,False,False,False,False
14068,Apollo 14,Breccia,Impact Melt,35.47,77.967,C,CONE CRATER,Melt Rock,True,23,23,True,https://curator.jsc.nasa.gov/lunar/lsc/14068.pdf,True,False,False,False
14069,Apollo 14,Breccia,Fragmental,24.87,97.008,C,CONE CRATER,Crystalline Matrix Breccia,True,14,14,False,,True,False,False,False
14070,Apollo 14,Breccia,Fragmental,36.56,83.121,C,CONE CRATER,Crystalline Matrix Breccia,True,42,42,True,https://curator.jsc.nasa.gov/lunar/lsc/14070.pdf,True,False,False,False
14071,Apollo 14,Basalt,Unclassified,2.16,79.167,C,CONE CRATER,Crystalline,True,5,5,True,https://curator.jsc.nasa.gov/lunar/lsc/14071.pdf,True,False,False,False
14072,Apollo 14,Basalt,Olivine,45.06,55.368,C,CONE CRATER,,True,71,71,True,https://curator.jsc.nasa.gov/lunar/lsc/14072.pdf,True,False,False,False
14073,Apollo 14,Basalt,KREEP,10.35,33.623,G,NORTH TRIPLET RIM,Melt Rock. Collected from bottom of trench.,True,15,15,True,https://curator.jsc.nasa.gov/lunar/lsc/14073.pdf,True,False,False,False
14074,Apollo 14,Basalt,Feldspathic,5.16,87.539,G,NORTH TRIPLET RIM,Melt Rock. Collected from bottom of trench.,True,8,8,False,,True,False,False,False
14075,Apollo 14,Breccia,Feldspathic,4.66,77.58,G,NORTH TRIPLET RIM,Collected from bottom of trench.,True,4,4,False,,True,False,False,False
14076,Apollo 14,Breccia,Fragmental,2.0,70.3,G,NORTH TRIPLET RIM,Collected from bottom of trench.,True,12,12,True,https://curator.jsc.nasa.gov/lunar/lsc/14076.pdf,True,False,False,False
14077,Apollo 14,Basalt,Feldspathic,2.77,82.85,G,NORTH TRIPLET RIM,Crystalline. Collected from bottom of trench.,True,4,4,False,,True,False,False,False
14078,Apollo 14,Basalt,Feldspathic,8.3,86.12,G,NORTH TRIPLET RIM,Melt Rock. Collected from bottom of trench.,True,8,8,True,https://curator.jsc.nasa.gov/lunar/lsc/14078.pdf,True,False,False,False
14079,Apollo 14,Basalt,Feldspathic,3.17,92.713,G,NORTH TRIPLET RIM,Melt Rock. Collected from bottom of trench.,True,5,5,False,,True,False,False,False
14080,Apollo 14,Breccia,Fragmental,1.94,100.0,G,NORTH TRIPLET RIM,Collected from middle of trench.,True,4,4,False,,False,False,False,False
14081,Apollo 14,Breccia,Fragmental,0.84,100.0,G,NORTH TRIPLET RIM,Collected from middle of trench.,True,4,4,False,,False,False,False,False
14082,Apollo 14,Breccia,Fragmental,62.63,84.634,C1,,Light Matrix Breccia,True,62,62,True,https://curator.jsc.nasa.gov/lunar/lsc/14082.pdf,True,False,False,False
14083,Apollo 14,Breccia,Fragmental,13.37,19.933,C1,,Light Matrix Breccia,True,12,12,False,,True,False,False,False
14084,Apollo 14,Residue,,0.83,100.0,C1,,,False,0,0,False,,False,False,False,False
14140,Apollo 14,Soil,4-10 mm,7.43,91.359,C',CONE CRATER,"Fines, 4-10mm",True,7,7,False,,True,False,False,False
14141,Apollo 14,Soil,<1 mm,28.5,46.937,C',CONE CRATER,"Fines, < 1mm",True,30,30,True,https://curator.jsc.nasa.gov/lunar/lsc/14141.pdf,True,False,False,False
14142,Apollo 14,Soil,1-2 mm,5.35,62.243,C',CONE CRATER,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
14143,Apollo 14,Soil,2-4 mm,6.73,51.04,C',CONE CRATER,"Fines, 2-4mm",False,0,0,False,,True,False,False,False
14144,Apollo 14,Soil,Unsieved,4.77,11.3,C',CONE CRATER,"Fines, Unsieved",False,0,0,False,,False,False,False,False
14145,Apollo 14,Soil,4-10 mm,0.92,80.435,G,NORTH TRIPLET RIM,"Fines, 4-10mm. Collected from surface of trench.",False,0,0,False,,False,False,False,False
14146,Apollo 14,Soil,1-2 mm,2.82,75.177,G,NORTH TRIPLET RIM,"Fines, 1-2mm. Collected from surface of trench.",False,0,0,False,,True,False,False,False
14147,Apollo 14,Soil,2-4 mm,1.67,79.042,G,NORTH TRIPLET RIM,"Fines, 2-4mm. Collected from surface of trench.",False,0,0,False,,False,False,False,False
14148,Apollo 14,Soil,<1 mm,71.65,70.56,G,NORTH TRIPLET RIM,"Fines, < 1mm. Collected from surface of trench.",True,1,1,False,,True,False,False,False
14149,Apollo 14,Soil,<1 mm,88.15,79.572,G,NORTH TRIPLET RIM,"Fines, < 1mm. Collected from bottom of trench.",True,14,14,True,https://curator.jsc.nasa.gov/lunar/lsc/14149.pdf,True,False,False,False
14150,Apollo 14,Soil,4-10 mm,11.08,85.334,G,NORTH TRIPLET RIM,"Fines, 4-10mm. Collected from bottom of trench.",False,0,0,False,,True,False,False,False
14151,Apollo 14,Soil,1-2 mm,11.7,58.282,G,NORTH TRIPLET RIM,"Fines, 1-2mm. Collected from bottom of trench.",True,35,35,False,,True,False,False,False
14152,Apollo 14,Soil,2-4 mm,11.39,49.684,G,NORTH TRIPLET RIM,"Fines, 2-4mm. Collected from bottom of trench.",False,0,0,False,,True,False,False,False
14153,Apollo 14,Soil,2-4 mm,3.91,77.852,G,NORTH TRIPLET RIM,"Fines, 2-4mm. Collected from middle of trench.",False,0,0,False,,False,False,False,False
14154,Apollo 14,Soil,1-2 mm,5.49,83.916,G,NORTH TRIPLET RIM,"Fines, 1-2mm. Collected from middle of trench.",False,0,0,False,,True,False,False,False
14155,Apollo 14,Soil,4-10 mm,3.69,90.163,G,NORTH TRIPLET RIM,"Fines, 4-10mm. Collected from middle of trench.",False,0,0,False,,True,False,False,False
14156,Apollo 14,Soil,<1 mm,138.0,84.69,G,NORTH TRIPLET RIM,"Fines, < 1mm. Collected from middle of trench.",True,1,1,False,,True,False,False,False
14160,Apollo 14,Soil,4-10 mm,196.5,91.893,LM,,"Fines, 4-10mm. Part of bulk sample.",False,0,0,False,,True,False,False,False
14161,Apollo 14,Soil,2-4 mm,197.1,67.572,LM,,"Fines, 2-4mm. Part of bulk sample.",False,0,0,False,,True,False,False,False
14162,Apollo 14,Soil,1-2 mm,288.7,81.129,LM,,"Fines, 1-2mm. Part of bulk sample.",False,0,0,False,,True,False,False,False
14163,Apollo 14,Soil,<1 mm,4444.0,94.513,LM,,"Fines, < 1mm. Part of bulk sample.",True,16,16,True,https://curator.jsc.nasa.gov/lunar/lsc/14163.pdf,True,False,False,False
14165,Apollo 14,Soil,<1 mm,109.1,97.624,ALSEP,,"Fines, < 1mm",False,0,0,False,,True,False,False,False
14166,Apollo 14,Soil,1-2 mm,20.5,66.683,ALSEP,,"Fines, 1-2mm",False,0,0,False,,True,False,False,False
14167,Apollo 14,Soil,2-4 mm,26.5,55.064,ALSEP,,"Fines, 2-4mm",False,0,0,False,,True,False,False,False
14168,Apollo 14,Soil,4-10 mm,43.9,75.697,ALSEP,,"Fines, 4-10mm",False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/14168.pdf,True,False,False,False
14169,Apollo 14,Breccia,Fragmental,78.66,96.898,ALSEP,,Crystalline Matrix Breccia. Part of comprehensive sample.,True,47,47,True,https://curator.jsc.nasa.gov/lunar/lsc/14169.pdf,True,False,False,False
14170,Apollo 14,Breccia,Fragmental,26.34,94.837,ALSEP,,Part of comprehensive sample.,True,6,6,False,,True,False,False,False
14171,Apollo 14,Breccia,Fragmental,37.79,72.69,ALSEP,,Crystalline Matrix Breccia. Part of comprehensive sample.,True,53,53,False,,True,False,False,False
14172,Apollo 14,Breccia,Fragmental,32.1,94.237,ALSEP,,Crystalline Matrix Breccia. Part of comprehensive sample.,True,5,5,False,,True,False,False,False
14173,Apollo 14,Breccia,Fragmental,19.59,99.29,ALSEP,,Part of comprehensive sample.,True,4,4,False,,True,False,False,False
14174,Apollo 14,Breccia,Fragmental,11.62,93.98,ALSEP,,Crystalline Matrix Breccia. Part of comprehensive sample.,True,4,4,False,,True,False,False,False
14175,Apollo 14,Breccia,Fragmental,7.48,92.91,ALSEP,,Crystalline Matrix Breccia. Part of comprehensive sample.,True,4,4,False,,True,False,False,False
14176,Apollo 14,Breccia,Fragmental,4.12,98.3,ALSEP,,Part of comprehensive sample.,True,4,4,False,,False,False,False,False
14177,Apollo 14,Breccia,Fragmental,2.32,99.14,ALSEP,,Part of comprehensive sample.,True,3,3,False,,False,False,False,False
14178,Apollo 14,Breccia,Fragmental,2.88,90.28,ALSEP,,Part of comprehensive sample.,True,4,4,False,,False,False,False,False
14179,Apollo 14,Breccia,Fragmental,3.03,86.766,ALSEP,,Cumulate. Part of comprehensive sample.,True,6,6,True,https://curator.jsc.nasa.gov/lunar/lsc/14179.pdf,True,False,False,False
14180,Apollo 14,Breccia,Fragmental,4.75,96.84,ALSEP,,Breccia?  Part of comprehensive sample.,True,5,5,False,,True,False,False,False
14181,Apollo 14,Breccia,Fragmental,2.48,88.185,ALSEP,,Troctolitic. Part of comprehensive sample.,True,5,5,True,https://curator.jsc.nasa.gov/lunar/lsc/14181.pdf,True,False,False,False
14182,Apollo 14,Breccia,Fragmental,2.29,96.94,ALSEP,,Part of comprehensive sample.,True,5,5,False,,False,False,False,False
14183,Apollo 14,Breccia,Fragmental,1.4,99.29,ALSEP,,Part of comprehensive sample.,True,4,4,False,,False,False,False,False
14184,Apollo 14,Breccia,Fragmental,1.48,98.65,ALSEP,,Part of comprehensive sample.,True,4,4,False,,False,False,False,False
14185,Apollo 14,Breccia,Fragmental,1.52,94.74,ALSEP,,Part of comprehensive sample.,True,4,4,False,,False,False,False,False
14186,Apollo 14,Breccia,Fragmental,1.26,99.21,ALSEP,,Part of comprehensive sample.,True,4,4,False,,False,False,False,False
14187,Apollo 14,Breccia,Fragmental,1.09,99.08,ALSEP,,Crystalline Matrix Breccia. Part of comprehensive sample.,True,5,5,False,,True,False,False,False
14188,Apollo 14,Breccia,Fragmental,1.6,98.75,ALSEP,,Part of comprehensive sample.,True,4,4,False,,False,False,False,False
14189,Apollo 14,Residue,,0.36,100.0,ALSEP,,,False,0,0,False,,False,False,False,False
14190,Apollo 14,Soil,<1 mm,34.85,95.151,,,"Fines, < 1mm",False,0,0,False,,False,False,False,False
14191,Apollo 14,Soil,1-2 mm,5.92,79.054,,,"Fines, 1-2mm",False,0,0,False,,False,False,False,False
14192,Apollo 14,Soil,2-4 mm,8.06,88.337,,,"Fines, 2-4mm",False,0,0,False,,True,False,False,False
14193,Apollo 14,Soil,4-10 mm,11.15,81.525,Dg,,"Fines, 4-10mm",False,0,0,False,,False,False,False,False
14194,Apollo 14,Breccia,Fragmental,4.28,89.673,"Dg, G",,,True,4,4,False,,True,False,False,False
14195,Apollo 14,Breccia,Fragmental,2.77,94.58,"Dg, G",,,True,4,4,False,,True,False,False,False
14196,Apollo 14,Breccia,Fragmental,3.93,100.0,"Dg, G",,,True,4,4,False,,False,False,False,False
14197,Apollo 14,Breccia,Impact Melt,1.63,90.8,"Dg, G",,,True,4,4,False,,True,False,False,False
14198,Apollo 14,Breccia,Impact Melt,1.63,86.2,"Dg, G",,Melt Rock,True,8,8,False,,True,False,False,False
14199,Apollo 14,Breccia,Fragmental,1.88,62.98,"Dg, G",,,True,4,4,False,,True,False,False,False
14200,Apollo 14,Basalt,Feldspathic,1.24,77.82,"Dg, G",,,True,4,4,False,,True,False,False,False
14201,Apollo 14,Breccia,Fragmental,1.56,100.0,"Dg, G",,,True,4,4,False,,False,False,False,False
14202,Apollo 14,Residue,,0.05,100.0,"Dg, G",,,False,0,0,False,,False,False,False,False
14204,Apollo 14,Residue,,21.6,100.0,"Dg, G",,,False,0,0,False,,False,False,False,False
14210,Apollo 14,Core,Unsieved,169.7,71.595,A,WEIRD CRATER,Bottom of double core tube.,True,113,113,True,https://curator.jsc.nasa.gov/lunar/lsc/14210.pdf,True,False,False,False
14211,Apollo 14,Core,Unsieved,39.5,77.747,A,WEIRD CRATER,Top of double core tube.,True,31,31,True,https://curator.jsc.nasa.gov/lunar/lsc/14211.pdf,True,False,False,False
14220,Apollo 14,Core,Unsieved,80.7,62.8,G,NORTH TRIPLET RIM,First single core tube.,True,4,4,True,https://curator.jsc.nasa.gov/lunar/lsc/14220.pdf,True,False,False,False
14230,Apollo 14,Core,Unsieved,76.7,40.202,G,NORTH TRIPLET RIM,Second single core tube.,True,13,13,True,https://curator.jsc.nasa.gov/lunar/lsc/14230.pdf,True,False,False,False
14240,Apollo 14,Soil,Unsieved,168.0,53.667,G,NORTH TRIPLET RIM,,False,0,0,True,https://curator.jsc.nasa.gov/lunar/lsc/14240.pdf,True,False,False,False
